dataset,aggregate_type,delta,edge,APE_time
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_010', '01_HOOFD_011')",0.001828834404793244
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_011', '01_HOOFD_020')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_020', '02_DRZ_010')",0.007509412911963632
BPIC15,AggregateType.AVG,0.3,"('02_DRZ_010', '04_BPT_005')",0.02880344019606942
BPIC15,AggregateType.AVG,0.3,"('04_BPT_005', '01_HOOFD_065_0')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.0026168898837940755
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.02203057532554925
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_100_0', '01_HOOFD_015')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_015', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_061', '01_HOOFD_101')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_101', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.0018918129538487325
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_030_2', '08_AWB45_005')",0.0002932112878344617
BPIC15,AggregateType.AVG,0.3,"('08_AWB45_005', '01_HOOFD_200')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_200', '01_HOOFD_330')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_330', '09_AH_I_010')",0.023473112442579512
BPIC15,AggregateType.AVG,0.3,"('09_AH_I_010', '01_HOOFD_380')",0.0022466640839848067
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_380', '01_HOOFD_430')",0.07878753440486902
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_430', '11_AH_II_010')",0.014053456174980671
BPIC15,AggregateType.AVG,0.3,"('11_AH_II_010', '13_CRD_010')",0.0015383571722828668
BPIC15,AggregateType.AVG,0.3,"('13_CRD_010', '01_HOOFD_480')",0.01807534952318238
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_490_2', '01_HOOFD_491')",0.0009278706082289261
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_491', '01_HOOFD_180')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_180', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_494a', '01_HOOFD_490_4')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_490_4', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_195', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_375', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_490_1', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_250_1', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_370', '01_HOOFD_250_2')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_250_2', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_490_1a', '01_HOOFD_500')",0.0005612204205613793
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_500', '01_HOOFD_510_0')",0.005175440706810829
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_510_0', '01_HOOFD_510_1')",0.002492153795063535
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_510_1', '01_HOOFD_490_5')",0.0031294134185711987
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_490_5', '01_HOOFD_510_3')",0.0005915413062565919
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_510_3', '01_HOOFD_490_5a')",0.00018011845371792402
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_490_5a', '01_HOOFD_495')",0.0005816935219470146
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_495', '01_HOOFD_510_4')",0.00045221410310876284
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_510_4', '01_HOOFD_515')",0.0009442411756112099
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_515', '01_HOOFD_510_2')",0.00013361025617917804
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_510_2', '01_HOOFD_510_2a')",0.0004279486325025217
BPIC15,AggregateType.AVG,0.3,"('01_HOOFD_100_0', '01_HOOFD_011')",0.0
BPIC15,AggregateType.AVG,0.3,"('04_BPT_005', '01_HOOFD_010')",0.0
