dataset,aggregate_type,emd,delta
Sepsis,AggregateType.AVG,0.4,0.4140378463695602
Sepsis,AggregateType.AVG,0.4,0.42333798813212176
Sepsis,AggregateType.AVG,0.4,0.17115392296569876
Sepsis,AggregateType.AVG,0.4,0.28328895538805876
Sepsis,AggregateType.AVG,0.4,0.24040167857217842
Sepsis,AggregateType.AVG,0.4,0.2699949609749911
Sepsis,AggregateType.AVG,0.4,0.0955609878204301
Sepsis,AggregateType.AVG,0.4,0.2656107567391678
Sepsis,AggregateType.AVG,0.4,0.26759878551166677
Sepsis,AggregateType.AVG,0.4,0.12284713389819057
Sepsis,AggregateType.AVG,0.4,0.0
Sepsis,AggregateType.AVG,0.4,0.17073136526733357
Sepsis,AggregateType.AVG,0.4,0.15414130223937483
Sepsis,AggregateType.AVG,0.4,0.16617178094069773
Sepsis,AggregateType.AVG,0.4,0.0
Sepsis,AggregateType.AVG,0.4,0.15048608996138557
Sepsis,AggregateType.AVG,0.4,0.3820619890528001
Sepsis,AggregateType.AVG,0.4,0.0
Sepsis,AggregateType.AVG,0.4,0.0
Sepsis,AggregateType.AVG,0.4,0.0
Sepsis,AggregateType.AVG,0.4,0.0
Sepsis,AggregateType.SUM,0.4,0.023095509864040353
Sepsis,AggregateType.SUM,0.4,0.03435039083295277
Sepsis,AggregateType.SUM,0.4,0.4769190399910561
Sepsis,AggregateType.SUM,0.4,0.30651744035290085
Sepsis,AggregateType.SUM,0.4,0.2647088200509259
Sepsis,AggregateType.SUM,0.4,0.2156396386980839
Sepsis,AggregateType.SUM,0.4,0.31526991674291027
Sepsis,AggregateType.SUM,0.4,0.5155304592069777
Sepsis,AggregateType.SUM,0.4,0.7799846546675905
Sepsis,AggregateType.SUM,0.4,0.49486910254524563
Sepsis,AggregateType.SUM,0.4,0.0
Sepsis,AggregateType.SUM,0.4,0.49943079189914097
Sepsis,AggregateType.SUM,0.4,0.4659666599198292
Sepsis,AggregateType.SUM,0.4,0.41820642775036065
Sepsis,AggregateType.SUM,0.4,0.0
Sepsis,AggregateType.SUM,0.4,0.49853195388460525
Sepsis,AggregateType.SUM,0.4,0.7970628264497581
Sepsis,AggregateType.SUM,0.4,0.0
Sepsis,AggregateType.SUM,0.4,0.0
Sepsis,AggregateType.SUM,0.4,0.0
Sepsis,AggregateType.SUM,0.4,0.0
Sepsis,AggregateType.MIN,0.4,0.9411764705882353
Sepsis,AggregateType.MIN,0.4,0.891304347826087
Sepsis,AggregateType.MIN,0.4,0.5
Sepsis,AggregateType.MIN,0.4,0.8421052631578947
Sepsis,AggregateType.MIN,0.4,0.631578947368421
Sepsis,AggregateType.MIN,0.4,0.7777777777777779
Sepsis,AggregateType.MIN,0.4,0.33333330617690893
Sepsis,AggregateType.MIN,0.4,0.7000000000000001
Sepsis,AggregateType.MIN,0.4,0.8
Sepsis,AggregateType.MIN,0.4,0.49999998051704553
Sepsis,AggregateType.MIN,0.4,0.0
Sepsis,AggregateType.MIN,0.4,0.5
Sepsis,AggregateType.MIN,0.4,0.5
Sepsis,AggregateType.MIN,0.4,0.5
Sepsis,AggregateType.MIN,0.4,0.0
Sepsis,AggregateType.MIN,0.4,0.5
Sepsis,AggregateType.MIN,0.4,0.8
Sepsis,AggregateType.MIN,0.4,0.0
Sepsis,AggregateType.MIN,0.4,0.0
Sepsis,AggregateType.MIN,0.4,0.0
Sepsis,AggregateType.MIN,0.4,0.0
Sepsis,AggregateType.MAX,0.4,0.9323114894797475
Sepsis,AggregateType.MAX,0.4,0.8867413250916972
Sepsis,AggregateType.MAX,0.4,0.49944129533102977
Sepsis,AggregateType.MAX,0.4,0.839132701654015
Sepsis,AggregateType.MAX,0.4,0.6306215500090255
Sepsis,AggregateType.MAX,0.4,0.7758250389471373
Sepsis,AggregateType.MAX,0.4,0.33305390293931525
Sepsis,AggregateType.MAX,0.4,0.6986973261856594
Sepsis,AggregateType.MAX,0.4,0.7977689208671046
Sepsis,AggregateType.MAX,0.4,0.49944129533102977
Sepsis,AggregateType.MAX,0.4,0.0
Sepsis,AggregateType.MAX,0.4,0.49944129533102977
Sepsis,AggregateType.MAX,0.4,0.49944129533102977
Sepsis,AggregateType.MAX,0.4,0.49944129533102977
Sepsis,AggregateType.MAX,0.4,0.0
Sepsis,AggregateType.MAX,0.4,0.49944129533102977
Sepsis,AggregateType.MAX,0.4,0.7977689208671046
Sepsis,AggregateType.MAX,0.4,0.0
Sepsis,AggregateType.MAX,0.4,0.0
Sepsis,AggregateType.MAX,0.4,0.0
Sepsis,AggregateType.MAX,0.4,0.0
