dataset,aggregate_type,delta,edge,APE_time
CreditReq,AggregateType.AVG,0.6,"('Register', 'Acceptance of requests')",0.15480477501996343
CreditReq,AggregateType.AVG,0.6,"('Acceptance of requests', 'Collection of documents')",1.6811477120961162
CreditReq,AggregateType.AVG,0.6,"('Collection of documents', 'Completeness check')",8.833219135019377
CreditReq,AggregateType.AVG,0.6,"('Completeness check', 'Credit worthiness check')",0.2485637336922736
CreditReq,AggregateType.AVG,0.6,"('Credit worthiness check', 'Collateral check')",3.617503530836176
CreditReq,AggregateType.AVG,0.6,"('Collateral check', 'Credit committee')",4.11937145375043
CreditReq,AggregateType.AVG,0.6,"('Credit committee', 'Requirements review')",11.181389874305031
CreditReq,AggregateType.SUM,0.6,"('Register', 'Acceptance of requests')",0.004181997286450678
CreditReq,AggregateType.SUM,0.6,"('Acceptance of requests', 'Collection of documents')",0.0006555191175119441
CreditReq,AggregateType.SUM,0.6,"('Collection of documents', 'Completeness check')",0.0004210618375249894
CreditReq,AggregateType.SUM,0.6,"('Completeness check', 'Credit worthiness check')",0.0009163051160312009
CreditReq,AggregateType.SUM,0.6,"('Credit worthiness check', 'Collateral check')",0.0012157843594370352
CreditReq,AggregateType.SUM,0.6,"('Collateral check', 'Credit committee')",0.0006243567280279331
CreditReq,AggregateType.SUM,0.6,"('Credit committee', 'Requirements review')",0.0028610732473534416
CreditReq,AggregateType.MIN,0.6,"('Register', 'Acceptance of requests')",111.79524393378745
CreditReq,AggregateType.MIN,0.6,"('Acceptance of requests', 'Collection of documents')",1836.6560306845204
CreditReq,AggregateType.MIN,0.6,"('Collection of documents', 'Completeness check')",78.13706498787478
CreditReq,AggregateType.MIN,0.6,"('Completeness check', 'Credit worthiness check')",114.36810474957944
CreditReq,AggregateType.MIN,0.6,"('Credit worthiness check', 'Collateral check')",4.50802598066749
CreditReq,AggregateType.MIN,0.6,"('Collateral check', 'Credit committee')",101.29014281009921
CreditReq,AggregateType.MIN,0.6,"('Credit committee', 'Requirements review')",178.7309398644949
CreditReq,AggregateType.MAX,0.6,"('Register', 'Acceptance of requests')",0.08963422122259304
CreditReq,AggregateType.MAX,0.6,"('Acceptance of requests', 'Collection of documents')",0.5891135761825899
CreditReq,AggregateType.MAX,0.6,"('Collection of documents', 'Completeness check')",0.6141746479778238
CreditReq,AggregateType.MAX,0.6,"('Completeness check', 'Credit worthiness check')",0.27918020066696025
CreditReq,AggregateType.MAX,0.6,"('Credit worthiness check', 'Collateral check')",0.08646255034948365
CreditReq,AggregateType.MAX,0.6,"('Collateral check', 'Credit committee')",0.8109812575742081
CreditReq,AggregateType.MAX,0.6,"('Credit committee', 'Requirements review')",0.6353330544765917
