dataset,aggregate_type,delta,edge,APE_time
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_010', '01_HOOFD_011')",0.0008181185450137397
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_011', '01_HOOFD_020')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_020', '02_DRZ_010')",0.03971367008957884
BPIC15,AggregateType.AVG,0.01,"('02_DRZ_010', '04_BPT_005')",0.13051035028194122
BPIC15,AggregateType.AVG,0.01,"('04_BPT_005', '01_HOOFD_065_0')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.01497875825364662
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.006503830310055519
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_100_0', '01_HOOFD_015')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_015', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_061', '01_HOOFD_101')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_101', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.04040628424685652
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_030_2', '08_AWB45_005')",0.0017305339690164173
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_005', '01_HOOFD_200')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_200', '01_HOOFD_330')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_330', '09_AH_I_010')",0.005609908650353529
BPIC15,AggregateType.AVG,0.01,"('09_AH_I_010', '01_HOOFD_380')",0.11576967971752372
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_380', '01_HOOFD_430')",0.001359393000367987
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_430', '11_AH_II_010')",0.031055286968202957
BPIC15,AggregateType.AVG,0.01,"('11_AH_II_010', '13_CRD_010')",0.003002554501454462
BPIC15,AggregateType.AVG,0.01,"('13_CRD_010', '01_HOOFD_480')",0.024732125733646367
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_2', '01_HOOFD_491')",0.01697232654671696
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_491', '01_HOOFD_180')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_180', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_494a', '01_HOOFD_490_4')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_4', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_195', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_375', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_1', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_250_1', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_370', '01_HOOFD_250_2')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_250_2', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_1a', '01_HOOFD_500')",0.02021128376708094
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_500', '01_HOOFD_510_0')",0.01820777776035316
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_0', '01_HOOFD_510_1')",0.09417321068596333
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_1', '01_HOOFD_490_5')",0.017019715507180743
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_5', '01_HOOFD_510_3')",0.026370926627309044
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_3', '01_HOOFD_490_5a')",6.02447396246963e-06
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_5a', '01_HOOFD_495')",0.02229142118176626
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_495', '01_HOOFD_510_4')",0.004628578356310332
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_4', '01_HOOFD_515')",0.04355115713787146
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_515', '01_HOOFD_510_2')",0.004616930630823641
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_2', '01_HOOFD_510_2a')",0.06291334458070937
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_100_0', '01_HOOFD_011')",0.0
BPIC15,AggregateType.AVG,0.01,"('04_BPT_005', '01_HOOFD_010')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_010', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_061', '01_HOOFD_015')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_015', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_030_1', '01_HOOFD_101')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_101', '01_HOOFD_030_2')",0.007374116496608412
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_005', '08_AWB45_010')",0.04386296624329601
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_010', '08_AWB45_020_0')",0.0
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_020_0', '01_HOOFD_180')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_180', '08_AWB45_020_1')",0.002375693743988145
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_020_1', '08_AWB45_025')",0.005877627987234688
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_025', '08_AWB45_020_2')",0.0032239065967507316
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_020_2', '08_AWB45_030')",0.006881827372955442
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_030', '08_AWB45_040')",0.0017418375851871511
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_040', '08_AWB45_045')",0.0068112130807524195
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_045', '01_HOOFD_193')",0.012941390158460046
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_193', '08_AWB45_051_0')",0.0
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_051_0', '01_HOOFD_196')",0.0033555471889929324
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_196', '01_HOOFD_200')",0.024611233565361088
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_491', '01_HOOFD_500')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_0', '08_AWB45_005')",0.0
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_005', '01_HOOFD_510_4')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_4', '01_HOOFD_495')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_495', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_375', '01_HOOFD_515')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_515', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_370', '01_HOOFD_490_4')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_4', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_1', '01_HOOFD_250_2')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_250_2', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_250_1', '01_HOOFD_510_1')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_1', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_1a', '01_HOOFD_510_3')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_3', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_494a', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_195', '01_HOOFD_510_2a')",0.004396931621614067
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_2a', '01_HOOFD_490_5')",0.028427314254489116
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_5', '01_HOOFD_490_5a')",0.0
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_5a', '01_HOOFD_510_2')",0.009092483767324362
