dataset,aggregate_type,emd,delta
CreditReq,AggregateType.AVG,0.1,0.993622321873443
CreditReq,AggregateType.AVG,0.1,0.9701046337817638
CreditReq,AggregateType.AVG,0.1,0.9769805680119582
CreditReq,AggregateType.AVG,0.1,0.9696063776781266
CreditReq,AggregateType.AVG,0.1,0.9841554559043348
CreditReq,AggregateType.AVG,0.1,0.9825610363726955
CreditReq,AggregateType.AVG,0.1,0.9959142999501744
CreditReq,AggregateType.SUM,0.1,0.0111431895155341
CreditReq,AggregateType.SUM,0.1,0.008712974339977447
CreditReq,AggregateType.SUM,0.1,0.00898949629810647
CreditReq,AggregateType.SUM,0.1,0.008676487217253614
CreditReq,AggregateType.SUM,0.1,0.009496682216520072
CreditReq,AggregateType.SUM,0.1,0.008988332824075296
CreditReq,AggregateType.SUM,0.1,0.011316276727955942
CreditReq,AggregateType.MIN,0.1,0.993622321873443
CreditReq,AggregateType.MIN,0.1,0.9701046337817638
CreditReq,AggregateType.MIN,0.1,0.9769805680119582
CreditReq,AggregateType.MIN,0.1,0.9696063776781266
CreditReq,AggregateType.MIN,0.1,0.9841554559043348
CreditReq,AggregateType.MIN,0.1,0.9825610363726955
CreditReq,AggregateType.MIN,0.1,0.9959142999501744
CreditReq,AggregateType.MAX,0.1,0.9936223218582285
CreditReq,AggregateType.MAX,0.1,0.9701046337785949
CreditReq,AggregateType.MAX,0.1,0.9769805680078134
CreditReq,AggregateType.MAX,0.1,0.9696063776750112
CreditReq,AggregateType.MAX,0.1,0.984155455898269
CreditReq,AggregateType.MAX,0.1,0.9825610363671933
CreditReq,AggregateType.MAX,0.1,0.9959142999263702
