dataset,aggregate_type,alpha,epsilon_freq,epsilon_time,delta_freq_median,delta_time_median,delta_freq_max,delta_time_max
Sepsis,AggregateType.AVG,0.01,0.25900844690596686,0.14445966358307366,0.3631916358467815,0.4999999999990059,1.0,0.9411764705882353
Sepsis,AggregateType.SUM,0.01,0.25900844690596686,3.767951741616483,0.3631916358467815,0.5,1.0,0.8588919455441993
Sepsis,AggregateType.MIN,0.01,0.25900844690596686,1.0,0.3631916358467815,0.5,1.0,0.9411764705882353
Sepsis,AggregateType.MAX,0.01,0.25900844690596686,3.594698993315123,0.3631916358467815,0.5,1.0,0.9411764705882353
