dataset,aggregate_type,delta,edge,APE_time
CreditReq,AggregateType.AVG,0.2,"('Register', 'Acceptance of requests')",9.46649131381093
CreditReq,AggregateType.AVG,0.2,"('Acceptance of requests', 'Collection of documents')",1.840324922379145
CreditReq,AggregateType.AVG,0.2,"('Collection of documents', 'Completeness check')",4.92652517319821
CreditReq,AggregateType.AVG,0.2,"('Completeness check', 'Credit worthiness check')",1.4771829915278227
CreditReq,AggregateType.AVG,0.2,"('Credit worthiness check', 'Collateral check')",1.4272284859546327
CreditReq,AggregateType.AVG,0.2,"('Collateral check', 'Credit committee')",4.8235093229472845
CreditReq,AggregateType.AVG,0.2,"('Credit committee', 'Requirements review')",0.17044556250171586
CreditReq,AggregateType.SUM,0.2,"('Register', 'Acceptance of requests')",0.0021407790056628935
CreditReq,AggregateType.SUM,0.2,"('Acceptance of requests', 'Collection of documents')",0.0005976076443436606
CreditReq,AggregateType.SUM,0.2,"('Collection of documents', 'Completeness check')",0.0009648176817962619
CreditReq,AggregateType.SUM,0.2,"('Completeness check', 'Credit worthiness check')",0.00028280944613033447
CreditReq,AggregateType.SUM,0.2,"('Credit worthiness check', 'Collateral check')",0.004547010728632829
CreditReq,AggregateType.SUM,0.2,"('Collateral check', 'Credit committee')",0.0005986191015743454
CreditReq,AggregateType.SUM,0.2,"('Credit committee', 'Requirements review')",0.006787862544916565
CreditReq,AggregateType.MIN,0.2,"('Register', 'Acceptance of requests')",222.19380296886348
CreditReq,AggregateType.MIN,0.2,"('Acceptance of requests', 'Collection of documents')",53.906406586358116
CreditReq,AggregateType.MIN,0.2,"('Collection of documents', 'Completeness check')",38.95802775724841
CreditReq,AggregateType.MIN,0.2,"('Completeness check', 'Credit worthiness check')",11.918844828887371
CreditReq,AggregateType.MIN,0.2,"('Credit worthiness check', 'Collateral check')",165.92609472408134
CreditReq,AggregateType.MIN,0.2,"('Collateral check', 'Credit committee')",740.1556097376739
CreditReq,AggregateType.MIN,0.2,"('Credit committee', 'Requirements review')",154.31395692708458
CreditReq,AggregateType.MAX,0.2,"('Register', 'Acceptance of requests')",0.40724887302067597
CreditReq,AggregateType.MAX,0.2,"('Acceptance of requests', 'Collection of documents')",0.010442305963844045
CreditReq,AggregateType.MAX,0.2,"('Collection of documents', 'Completeness check')",2.184129703036432
CreditReq,AggregateType.MAX,0.2,"('Completeness check', 'Credit worthiness check')",0.7005297558896281
CreditReq,AggregateType.MAX,0.2,"('Credit worthiness check', 'Collateral check')",0.4329694998095986
CreditReq,AggregateType.MAX,0.2,"('Collateral check', 'Credit committee')",0.9035256807581241
CreditReq,AggregateType.MAX,0.2,"('Credit committee', 'Requirements review')",0.005192915710469632
