dataset,aggregate_type,emd,delta
CreditReq,AggregateType.AVG,0.6,0.993622321873443
CreditReq,AggregateType.AVG,0.6,0.9700949629893708
CreditReq,AggregateType.AVG,0.6,0.9769803690827474
CreditReq,AggregateType.AVG,0.6,0.9695955170785793
CreditReq,AggregateType.AVG,0.6,0.9841554558312072
CreditReq,AggregateType.AVG,0.6,0.9825610362669419
CreditReq,AggregateType.AVG,0.6,0.9959142999501744
CreditReq,AggregateType.SUM,0.6,0.0016246808788548117
CreditReq,AggregateType.SUM,0.6,0.0014268019470814186
CreditReq,AggregateType.SUM,0.6,0.0014611698733311695
CreditReq,AggregateType.SUM,0.6,0.0014211226992665027
CreditReq,AggregateType.SUM,0.6,0.0015212426060654122
CreditReq,AggregateType.SUM,0.6,0.0014402817720799571
CreditReq,AggregateType.SUM,0.6,0.0015337148978366473
CreditReq,AggregateType.MIN,0.6,0.993622321873443
CreditReq,AggregateType.MIN,0.6,0.9701046337817638
CreditReq,AggregateType.MIN,0.6,0.9769805680119582
CreditReq,AggregateType.MIN,0.6,0.9696063776781266
CreditReq,AggregateType.MIN,0.6,0.9841554559043348
CreditReq,AggregateType.MIN,0.6,0.9825610363726955
CreditReq,AggregateType.MIN,0.6,0.9959142999501744
CreditReq,AggregateType.MAX,0.6,0.7871359459269942
CreditReq,AggregateType.MAX,0.6,0.8042135395360889
CreditReq,AggregateType.MAX,0.6,0.8302136477477442
CreditReq,AggregateType.MAX,0.6,0.8034565795902134
CreditReq,AggregateType.MAX,0.6,0.8466898054531533
CreditReq,AggregateType.MAX,0.6,0.8472973885873328
CreditReq,AggregateType.MAX,0.6,0.7131898663488514
