dataset,aggregate_type,delta,edge,APE_time
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_010', '01_HOOFD_011')",0.0019097690558599505
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_011', '01_HOOFD_020')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_020', '02_DRZ_010')",0.038623165019355706
BPIC15,AggregateType.AVG,0.1,"('02_DRZ_010', '04_BPT_005')",0.017802552757613197
BPIC15,AggregateType.AVG,0.1,"('04_BPT_005', '01_HOOFD_065_0')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.004490706606615466
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.002484300932032176
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_100_0', '01_HOOFD_015')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_015', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_061', '01_HOOFD_101')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_101', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.004334698335031772
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_030_2', '08_AWB45_005')",0.0013276283859146507
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_005', '01_HOOFD_200')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_200', '01_HOOFD_330')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_330', '09_AH_I_010')",0.007584119821236019
BPIC15,AggregateType.AVG,0.1,"('09_AH_I_010', '01_HOOFD_380')",0.014507368202452917
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_380', '01_HOOFD_430')",0.010296069238289294
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_430', '11_AH_II_010')",0.0003575849945066452
BPIC15,AggregateType.AVG,0.1,"('11_AH_II_010', '13_CRD_010')",0.02955826694731015
BPIC15,AggregateType.AVG,0.1,"('13_CRD_010', '01_HOOFD_480')",0.00812184672261106
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_2', '01_HOOFD_491')",0.005979021078434026
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_491', '01_HOOFD_180')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_180', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_494a', '01_HOOFD_490_4')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_4', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_195', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_375', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_1', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_1', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_370', '01_HOOFD_250_2')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_2', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_1a', '01_HOOFD_500')",0.0006596327787325624
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_500', '01_HOOFD_510_0')",0.00386651016796875
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_0', '01_HOOFD_510_1')",0.0009739566539159211
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_1', '01_HOOFD_490_5')",0.0005761408918902006
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_5', '01_HOOFD_510_3')",0.006388329135459736
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_3', '01_HOOFD_490_5a')",0.00029164323489375247
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_5a', '01_HOOFD_495')",0.0016748801689989452
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_495', '01_HOOFD_510_4')",0.013698828389729408
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_4', '01_HOOFD_515')",0.002509611885112934
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_515', '01_HOOFD_510_2')",0.0009669538653457751
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_2', '01_HOOFD_510_2a')",0.005044117987198094
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_100_0', '01_HOOFD_011')",0.0
BPIC15,AggregateType.AVG,0.1,"('04_BPT_005', '01_HOOFD_010')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_010', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_061', '01_HOOFD_015')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_015', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_030_1', '01_HOOFD_101')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_101', '01_HOOFD_030_2')",0.0009101896853834971
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_005', '08_AWB45_010')",0.01635840959741597
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_010', '08_AWB45_020_0')",0.0
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_020_0', '01_HOOFD_180')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_180', '08_AWB45_020_1')",0.0018461852288150938
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_020_1', '08_AWB45_025')",0.012564113173747365
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_025', '08_AWB45_020_2')",0.000537946784932898
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_020_2', '08_AWB45_030')",8.277055037640733e-05
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_030', '08_AWB45_040')",0.0009858613833429186
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_040', '08_AWB45_045')",0.0023218440877890143
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_045', '01_HOOFD_193')",0.00010086242862850545
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_193', '08_AWB45_051_0')",0.0
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_051_0', '01_HOOFD_196')",0.0012651495175351047
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_196', '01_HOOFD_200')",0.012110208718684609
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_491', '01_HOOFD_500')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_0', '08_AWB45_005')",0.0
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_005', '01_HOOFD_510_4')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_4', '01_HOOFD_495')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_495', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_375', '01_HOOFD_515')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_515', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_370', '01_HOOFD_490_4')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_4', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_1', '01_HOOFD_250_2')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_2', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_1', '01_HOOFD_510_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_1', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_1a', '01_HOOFD_510_3')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_3', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_494a', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_195', '01_HOOFD_510_2a')",0.002374251095634605
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_2a', '01_HOOFD_490_5')",0.0026605299808770957
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_5', '01_HOOFD_490_5a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_5a', '01_HOOFD_510_2')",0.0019288886053342095
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_015', '01_HOOFD_101')",0.013091271787561901
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_030_1', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_061', '01_HOOFD_030_2')",0.0016948548754560542
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_020_2', '08_AWB45_040')",0.0009729169656455475
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_040', '08_AWB45_030')",0.001087815525267204
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_030', '08_AWB45_045')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_193', '08_AWB45_005')",0.0013726116051333292
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_005', '01_HOOFD_196')",0.02324193219410829
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_2', '08_AWB45_051_0')",0.0
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_051_0', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_1a', '01_HOOFD_490_4')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_4', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_375', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_195', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_1', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_1', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_2', '01_HOOFD_491')",1.0713268049744143e-06
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_491', '01_HOOFD_494a')",0.0055803540507867394
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_494a', '01_HOOFD_500')",0.0012012555144237929
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_0', '01_HOOFD_510_3')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_3', '01_HOOFD_510_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_1', '01_HOOFD_510_4')",0.002921317111814533
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_515', '01_HOOFD_495')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_495', '01_HOOFD_510_2')",0.0004892036832605889
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_100_0', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_061', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_101', '01_HOOFD_015')",0.0037057834597973853
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_015', '01_HOOFD_030_2')",0.0005614061101256523
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_180', '08_AWB45_025')",0.0024099457543469978
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_025', '08_AWB45_020_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_020_1', '08_AWB45_020_2')",0.0015903747717536103
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_040', '08_AWB45_051_0')",0.0013137572562671917
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_051_0', '01_HOOFD_193')",0.0023374014046310273
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_193', '08_AWB45_030')",0.0
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_045', '01_HOOFD_196')",0.00035319953574172204
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_491', '08_AWB45_005')",0.0
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_005', '01_HOOFD_250_2')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_2', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_370', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_1', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_4', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_1', '01_HOOFD_510_3')",0.00321827380085529
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_3', '01_HOOFD_515')",0.009327973934708333
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_515', '01_HOOFD_532')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_532', '01_HOOFD_495')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_4', '01_HOOFD_490_5a')",0.010250125524685206
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_5a', '01_HOOFD_490_5')",0.0003189725084863908
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_5', '01_HOOFD_510_2')",0.0009532601922523332
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_065_0', '01_HOOFD_100_0')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_101', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_030_2', '01_HOOFD_180')",0.002586249610263036
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_180', '08_AWB45_005')",0.02950302302466641
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_491', '01_HOOFD_110_0')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_110_0', '01_HOOFD_250_2')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_2', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_370', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_1a', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_1', '01_HOOFD_500')",0.00019343396554358797
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_0', '01_HOOFD_510_4')",0.0026578776391246507
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_4', '01_HOOFD_510_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_3', '01_HOOFD_532')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_532', '01_HOOFD_515')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_495', '01_HOOFD_490_5')",6.792742677280532e-05
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_5', '01_HOOFD_510_2a')",0.0018580872865773836
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_2a', '01_HOOFD_490_5a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_100_0', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_030_2', '08_AWB45_040')",0.0008630864138080948
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_040', '08_AWB45_005')",0.0
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_020_2', '08_AWB45_051_0')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_2', '01_HOOFD_500')",0.0031646699100125676
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_005', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_370', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_2', '01_HOOFD_510_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_1', '01_HOOFD_515')",0.002463837610294537
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_515', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_375', '01_HOOFD_532')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_532', '01_HOOFD_510_3')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_3', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_250_1', '01_HOOFD_490_3a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_3a', '01_HOOFD_510_2a')",3.93032223154282e-05
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_2a', '01_HOOFD_490_4')",0.001693158446696471
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_4', '01_HOOFD_495')",0.0029249347005182993
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_495', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_195', '01_HOOFD_510_4')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_510_4', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_1a', '01_HOOFD_490_3')",0.0008154390387333062
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_490_3', '01_HOOFD_510_2')",0.0031126996656144178
BPIC15,AggregateType.AVG,0.1,"('08_AWB45_020_0', '01_HOOFD_110_0')",0.0
BPIC15,AggregateType.AVG,0.1,"('01_HOOFD_110_0', '08_AWB45_025')",0.0
