dataset,aggregate_type,delta,edge,APE_time
CreditReq,AggregateType.AVG,0.05,"('Register', 'Acceptance of requests')",42.096367579349064
CreditReq,AggregateType.AVG,0.05,"('Acceptance of requests', 'Collection of documents')",4.223959687297174
CreditReq,AggregateType.AVG,0.05,"('Collection of documents', 'Completeness check')",3.148953429612402
CreditReq,AggregateType.AVG,0.05,"('Completeness check', 'Credit worthiness check')",4.200212554908043
CreditReq,AggregateType.AVG,0.05,"('Credit worthiness check', 'Collateral check')",2.276444595138992
CreditReq,AggregateType.AVG,0.05,"('Collateral check', 'Credit committee')",12.705011073297033
CreditReq,AggregateType.AVG,0.05,"('Credit committee', 'Requirements review')",28.613843971814333
CreditReq,AggregateType.SUM,0.05,"('Register', 'Acceptance of requests')",0.013392398952902318
CreditReq,AggregateType.SUM,0.05,"('Acceptance of requests', 'Collection of documents')",0.011247116993091283
CreditReq,AggregateType.SUM,0.05,"('Collection of documents', 'Completeness check')",0.006174917409195297
CreditReq,AggregateType.SUM,0.05,"('Completeness check', 'Credit worthiness check')",0.000661947376693038
CreditReq,AggregateType.SUM,0.05,"('Credit worthiness check', 'Collateral check')",0.00875079851264626
CreditReq,AggregateType.SUM,0.05,"('Collateral check', 'Credit committee')",0.005698368428227986
CreditReq,AggregateType.SUM,0.05,"('Credit committee', 'Requirements review')",0.006207091132739243
CreditReq,AggregateType.MIN,0.05,"('Register', 'Acceptance of requests')",14.189736595184979
CreditReq,AggregateType.MIN,0.05,"('Acceptance of requests', 'Collection of documents')",2167.993184693563
CreditReq,AggregateType.MIN,0.05,"('Collection of documents', 'Completeness check')",185.46626452132148
CreditReq,AggregateType.MIN,0.05,"('Completeness check', 'Credit worthiness check')",2565.2745231456197
CreditReq,AggregateType.MIN,0.05,"('Credit worthiness check', 'Collateral check')",371.13891645876043
CreditReq,AggregateType.MIN,0.05,"('Collateral check', 'Credit committee')",197.2915227699802
CreditReq,AggregateType.MIN,0.05,"('Credit committee', 'Requirements review')",3448.695939236571
CreditReq,AggregateType.MAX,0.05,"('Register', 'Acceptance of requests')",0.1191019040716555
CreditReq,AggregateType.MAX,0.05,"('Acceptance of requests', 'Collection of documents')",10.36240754618684
CreditReq,AggregateType.MAX,0.05,"('Collection of documents', 'Completeness check')",2.2470986294156523
CreditReq,AggregateType.MAX,0.05,"('Completeness check', 'Credit worthiness check')",13.834575300852391
CreditReq,AggregateType.MAX,0.05,"('Credit worthiness check', 'Collateral check')",1.4012524198227778
CreditReq,AggregateType.MAX,0.05,"('Collateral check', 'Credit committee')",0.4551036585116265
CreditReq,AggregateType.MAX,0.05,"('Credit committee', 'Requirements review')",0.617510477168937
