dataset,aggregate_type,delta,edge,APE_time
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_010', '01_HOOFD_011')",0.0007861716267532881
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_011', '01_HOOFD_020')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_020', '02_DRZ_010')",0.010875865746260033
BPIC15,AggregateType.AVG,0.9,"('02_DRZ_010', '04_BPT_005')",0.01426447050615504
BPIC15,AggregateType.AVG,0.9,"('04_BPT_005', '01_HOOFD_065_0')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.00037970764952996667
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.004197760362438535
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_100_0', '01_HOOFD_015')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_015', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_061', '01_HOOFD_101')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_101', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.002663700516842945
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_030_2', '08_AWB45_005')",0.0011232923022667088
BPIC15,AggregateType.AVG,0.9,"('08_AWB45_005', '01_HOOFD_200')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_200', '01_HOOFD_330')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_330', '09_AH_I_010')",0.006056375283398383
BPIC15,AggregateType.AVG,0.9,"('09_AH_I_010', '01_HOOFD_380')",0.0002365577241836438
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_380', '01_HOOFD_430')",0.006400555179224332
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_430', '11_AH_II_010')",0.01661587887763668
BPIC15,AggregateType.AVG,0.9,"('11_AH_II_010', '13_CRD_010')",0.00037145204204813866
BPIC15,AggregateType.AVG,0.9,"('13_CRD_010', '01_HOOFD_480')",0.014213612394286966
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_490_2', '01_HOOFD_491')",0.005226767032515978
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_491', '01_HOOFD_180')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_180', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_494a', '01_HOOFD_490_4')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_490_4', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_195', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_375', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_490_1', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_250_1', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_370', '01_HOOFD_250_2')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_250_2', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_490_1a', '01_HOOFD_500')",0.0
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_500', '01_HOOFD_510_0')",0.001957965620726039
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_510_0', '01_HOOFD_510_1')",0.0006543095093420516
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_510_1', '01_HOOFD_490_5')",0.00036894395588422507
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_490_5', '01_HOOFD_510_3')",0.0002796705557620447
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_510_3', '01_HOOFD_490_5a')",8.537928403083859e-05
