dataset,aggregate_type,delta,edge,APE_freq
CreditReq,AggregateType.AVG,0.1,"('Register', 'Acceptance of requests')",2.9025523507067127e-05
CreditReq,AggregateType.AVG,0.1,"('Acceptance of requests', 'Acceptance of requests')",0.0006486245319899871
CreditReq,AggregateType.AVG,0.1,"('Acceptance of requests', 'Collection of documents')",0.00018263772449487594
CreditReq,AggregateType.AVG,0.1,"('Collection of documents', 'Collection of documents')",0.00036972330866621257
CreditReq,AggregateType.AVG,0.1,"('Collection of documents', 'Completeness check')",5.9799487520718444e-05
CreditReq,AggregateType.AVG,0.1,"('Completeness check', 'Completeness check')",0.0005156382104998595
CreditReq,AggregateType.AVG,0.1,"('Completeness check', 'Credit worthiness check')",0.001266071048366717
CreditReq,AggregateType.AVG,0.1,"('Credit worthiness check', 'Credit worthiness check')",0.0005953239744838031
CreditReq,AggregateType.AVG,0.1,"('Credit worthiness check', 'Collateral check')",0.00033893000470714297
CreditReq,AggregateType.AVG,0.1,"('Collateral check', 'Collateral check')",0.00011634778239455892
CreditReq,AggregateType.AVG,0.1,"('Collateral check', 'Credit committee')",0.0004892205141257388
CreditReq,AggregateType.AVG,0.1,"('Credit committee', 'Credit committee')",0.0005327627969288696
CreditReq,AggregateType.AVG,0.1,"('Credit committee', 'Requirements review')",0.0005005974442973279
CreditReq,AggregateType.AVG,0.1,"('Requirements review', 'Requirements review')",0.0002504307128801213
CreditReq,AggregateType.SUM,0.1,"('Register', 'Acceptance of requests')",8.815822866993263e-05
CreditReq,AggregateType.SUM,0.1,"('Acceptance of requests', 'Acceptance of requests')",0.0003501364710858654
CreditReq,AggregateType.SUM,0.1,"('Acceptance of requests', 'Collection of documents')",0.00010040646004279272
CreditReq,AggregateType.SUM,0.1,"('Collection of documents', 'Collection of documents')",0.00019182323865640566
CreditReq,AggregateType.SUM,0.1,"('Collection of documents', 'Completeness check')",0.00024360222580164774
CreditReq,AggregateType.SUM,0.1,"('Completeness check', 'Completeness check')",0.0002299127097968422
CreditReq,AggregateType.SUM,0.1,"('Completeness check', 'Credit worthiness check')",0.00029822602589309817
CreditReq,AggregateType.SUM,0.1,"('Credit worthiness check', 'Credit worthiness check')",0.0005163975686851372
CreditReq,AggregateType.SUM,0.1,"('Credit worthiness check', 'Collateral check')",2.579670722041997e-05
CreditReq,AggregateType.SUM,0.1,"('Collateral check', 'Collateral check')",0.00012000815590113744
CreditReq,AggregateType.SUM,0.1,"('Collateral check', 'Credit committee')",0.0002203227496483516
CreditReq,AggregateType.SUM,0.1,"('Credit committee', 'Credit committee')",0.0005570146029992108
CreditReq,AggregateType.SUM,0.1,"('Credit committee', 'Requirements review')",0.00011824504862849708
CreditReq,AggregateType.SUM,0.1,"('Requirements review', 'Requirements review')",0.0002591043158014987
CreditReq,AggregateType.MIN,0.1,"('Register', 'Acceptance of requests')",0.0012967443406144829
CreditReq,AggregateType.MIN,0.1,"('Acceptance of requests', 'Acceptance of requests')",0.0007129303868085862
CreditReq,AggregateType.MIN,0.1,"('Acceptance of requests', 'Collection of documents')",0.0003748984069816392
CreditReq,AggregateType.MIN,0.1,"('Collection of documents', 'Collection of documents')",1.2526949094295492e-05
CreditReq,AggregateType.MIN,0.1,"('Collection of documents', 'Completeness check')",0.00033397982626676804
CreditReq,AggregateType.MIN,0.1,"('Completeness check', 'Completeness check')",0.00014647836481412231
CreditReq,AggregateType.MIN,0.1,"('Completeness check', 'Credit worthiness check')",0.0005490452101073904
CreditReq,AggregateType.MIN,0.1,"('Credit worthiness check', 'Credit worthiness check')",0.0002955655161968043
CreditReq,AggregateType.MIN,0.1,"('Credit worthiness check', 'Collateral check')",8.166793881591177e-05
CreditReq,AggregateType.MIN,0.1,"('Collateral check', 'Collateral check')",7.369469175744201e-05
CreditReq,AggregateType.MIN,0.1,"('Collateral check', 'Credit committee')",0.00012407006285530852
CreditReq,AggregateType.MIN,0.1,"('Credit committee', 'Credit committee')",1.2627307193176974e-05
CreditReq,AggregateType.MIN,0.1,"('Credit committee', 'Requirements review')",0.00034632648880336865
CreditReq,AggregateType.MIN,0.1,"('Requirements review', 'Requirements review')",0.00048144080456126784
CreditReq,AggregateType.MAX,0.1,"('Register', 'Acceptance of requests')",0.00012966930202102774
CreditReq,AggregateType.MAX,0.1,"('Acceptance of requests', 'Acceptance of requests')",8.871102143572749e-05
CreditReq,AggregateType.MAX,0.1,"('Acceptance of requests', 'Collection of documents')",1.3346580789500988e-05
CreditReq,AggregateType.MAX,0.1,"('Collection of documents', 'Collection of documents')",0.00013311635180788506
CreditReq,AggregateType.MAX,0.1,"('Collection of documents', 'Completeness check')",0.0006733164187860012
CreditReq,AggregateType.MAX,0.1,"('Completeness check', 'Completeness check')",0.00034233505544597966
CreditReq,AggregateType.MAX,0.1,"('Completeness check', 'Credit worthiness check')",0.0003131670660235134
CreditReq,AggregateType.MAX,0.1,"('Credit worthiness check', 'Credit worthiness check')",0.0007061541704548638
CreditReq,AggregateType.MAX,0.1,"('Credit worthiness check', 'Collateral check')",0.00021856265324890356
CreditReq,AggregateType.MAX,0.1,"('Collateral check', 'Collateral check')",0.000547524249825525
CreditReq,AggregateType.MAX,0.1,"('Collateral check', 'Credit committee')",0.0011274688793082147
CreditReq,AggregateType.MAX,0.1,"('Credit committee', 'Credit committee')",0.0001367430854439385
CreditReq,AggregateType.MAX,0.1,"('Credit committee', 'Requirements review')",0.00021989119618802752
CreditReq,AggregateType.MAX,0.1,"('Requirements review', 'Requirements review')",0.00047034398833547777
