dataset,aggregate_type,delta,edge,APE_time
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_010', '01_HOOFD_011')",0.006049119398617086
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_011', '01_HOOFD_020')",0.0
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_020', '02_DRZ_010')",0.002722165208411924
BPIC15,AggregateType.AVG,0.4,"('02_DRZ_010', '04_BPT_005')",0.002776499069553906
BPIC15,AggregateType.AVG,0.4,"('04_BPT_005', '01_HOOFD_065_0')",0.0
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.005409147840078374
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.0019023864437161884
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_100_0', '01_HOOFD_015')",0.0
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_015', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_061', '01_HOOFD_101')",0.0
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_101', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.0006603560745153649
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_030_2', '08_AWB45_005')",2.1435777879771105e-05
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_005', '01_HOOFD_200')",0.0
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_200', '01_HOOFD_330')",0.0
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_330', '09_AH_I_010')",0.013700084043301322
BPIC15,AggregateType.AVG,0.4,"('09_AH_I_010', '01_HOOFD_380')",0.009806450913649912
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_380', '01_HOOFD_430')",0.054810422622950425
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_430', '11_AH_II_010')",0.025213179836190685
BPIC15,AggregateType.AVG,0.4,"('11_AH_II_010', '13_CRD_010')",0.003360758229619346
BPIC15,AggregateType.AVG,0.4,"('13_CRD_010', '01_HOOFD_480')",0.005027361127720617
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0
