dataset,aggregate_type,delta,edge,APE_freq
CreditReq,AggregateType.AVG,0.7,"('Register', 'Acceptance of requests')",5.825523512485678e-06
CreditReq,AggregateType.AVG,0.7,"('Acceptance of requests', 'Acceptance of requests')",6.16487850650986e-05
CreditReq,AggregateType.AVG,0.7,"('Acceptance of requests', 'Collection of documents')",5.067227797377815e-06
CreditReq,AggregateType.AVG,0.7,"('Collection of documents', 'Collection of documents')",2.4338477928724834e-05
CreditReq,AggregateType.AVG,0.7,"('Collection of documents', 'Completeness check')",2.2866850167543462e-05
CreditReq,AggregateType.AVG,0.7,"('Completeness check', 'Completeness check')",0.0001185530121759406
CreditReq,AggregateType.AVG,0.7,"('Completeness check', 'Credit worthiness check')",0.0001000874866738063
CreditReq,AggregateType.AVG,0.7,"('Credit worthiness check', 'Credit worthiness check')",3.3724820428940826e-05
CreditReq,AggregateType.AVG,0.7,"('Credit worthiness check', 'Collateral check')",3.6343564107429945e-05
CreditReq,AggregateType.AVG,0.7,"('Collateral check', 'Collateral check')",8.719566055755309e-06
CreditReq,AggregateType.AVG,0.7,"('Collateral check', 'Credit committee')",2.4797845549674264e-06
CreditReq,AggregateType.AVG,0.7,"('Credit committee', 'Credit committee')",3.489503022937173e-05
CreditReq,AggregateType.AVG,0.7,"('Credit committee', 'Requirements review')",3.138761684086015e-05
CreditReq,AggregateType.AVG,0.7,"('Requirements review', 'Requirements review')",4.7506722248468574e-05
CreditReq,AggregateType.SUM,0.7,"('Register', 'Acceptance of requests')",8.043695718402555e-05
CreditReq,AggregateType.SUM,0.7,"('Acceptance of requests', 'Acceptance of requests')",8.324082321994327e-05
CreditReq,AggregateType.SUM,0.7,"('Acceptance of requests', 'Collection of documents')",3.3600812910896007e-06
CreditReq,AggregateType.SUM,0.7,"('Collection of documents', 'Collection of documents')",0.0001099864848383523
CreditReq,AggregateType.SUM,0.7,"('Collection of documents', 'Completeness check')",6.6611505456625055e-06
CreditReq,AggregateType.SUM,0.7,"('Completeness check', 'Completeness check')",1.160754001225838e-05
CreditReq,AggregateType.SUM,0.7,"('Completeness check', 'Credit worthiness check')",6.170842637515366e-05
CreditReq,AggregateType.SUM,0.7,"('Credit worthiness check', 'Credit worthiness check')",7.011752157687069e-05
CreditReq,AggregateType.SUM,0.7,"('Credit worthiness check', 'Collateral check')",8.916885161837452e-06
