dataset,aggregate_type,delta,median_epsilon,MAPE,SMAPE
CreditReq,AggregateType.MAX,0.2,0.30751871145335924,1.405868561580304,0.421997176647953
CreditReq,AggregateType.MAX,0.3,0.40327795194482896,1.036025660614664,0.35307406905298205
CreditReq,AggregateType.MAX,0.4,0.4900054623120228,0.8817865789506032,0.321040919216744
CreditReq,AggregateType.MAX,0.5,0.5757536956608639,0.7329627553637196,0.26701755507255415
CreditReq,AggregateType.MAX,0.6,0.668013835060665,0.648026444060212,0.24688575815741762
CreditReq,AggregateType.MAX,0.7,0.7784696538336224,0.5497118307752777,0.22069855558659635
CreditReq,AggregateType.MAX,0.8,1.012179081043392,0.5003979259427142,0.20501135396581338
CreditReq,AggregateType.MAX,0.9,1.3184662795099624,0.3043033146266341,0.1326744851691675
CreditReq,AggregateType.MIN,0.01,1.7822481055390363e-05,11029.493529542433,1.9935652530413286
CreditReq,AggregateType.MIN,0.05,7.581656666856402e-05,3634.4854879408995,1.9738377906452225
CreditReq,AggregateType.MIN,0.1,0.00013076457897884082,1342.042421478362,1.9648881604337447
CreditReq,AggregateType.MIN,0.2,0.00021355466073149943,1043.5672983818274,1.928908757589412
CreditReq,AggregateType.MIN,0.3,0.00028005413329502016,867.0288513141732,1.9417164460756493
CreditReq,AggregateType.MIN,0.4,0.0003402815710500159,545.8476464554532,1.8972571195225285
CreditReq,AggregateType.MIN,0.5,0.0003998289553200444,456.0355227398718,1.8850969785336826
CreditReq,AggregateType.MIN,0.6,0.0004638984965699063,376.86137299782376,1.8853440609811603
CreditReq,AggregateType.MIN,0.7,0.0005406039262733489,419.48411879554214,1.805255318761576
CreditReq,AggregateType.MIN,0.8,0.0007029021396134667,289.2877778835695,1.8341617551419045
CreditReq,AggregateType.MIN,0.9,0.0009156015829930293,222.57632278167367,1.8488680470484957
CreditReq,AggregateType.SUM,0.01,0.5648597968661494,0.06579674250772136,0.03198169060694657
CreditReq,AggregateType.SUM,0.05,2.080950362646654,0.01670092049556086,0.008290518341755664
CreditReq,AggregateType.SUM,0.1,3.8287509319379183,0.010514234046613904,0.005219786642505095
CreditReq,AggregateType.SUM,0.2,6.786883457613046,0.006779475572313863,0.003379394824823687
CreditReq,AggregateType.SUM,0.3,9.403455708925206,0.005203706825739661,0.002594036619087791
CreditReq,AggregateType.SUM,0.4,11.940819746722719,0.0037027332019299733,0.0018481710486433107
CreditReq,AggregateType.SUM,0.5,14.615066131312327,0.002666716576385885,0.0013313921656593203
CreditReq,AggregateType.SUM,0.6,17.725574958280042,0.0023263272736979805,0.0011611555138547989
CreditReq,AggregateType.SUM,0.7,21.963286972947543,0.0029322000468454514,0.0014634902930913823
CreditReq,AggregateType.SUM,0.8,28.13774399859799,0.001913590053514282,0.0009555644925996649
CreditReq,AggregateType.SUM,0.9,38.257925487381335,0.0020576496378780875,0.0010273411054979036
Hospital,AggregateType.AVG,0.01,inf,0.003262608477365933,0.0015754886958754314
Hospital,AggregateType.AVG,0.05,inf,0.0007619791950298808,0.000374799890538728
Hospital,AggregateType.AVG,0.1,inf,0.00046883264319731504,0.00023000434319742565
Hospital,AggregateType.AVG,0.2,inf,0.00025002165499808025,0.00012327067659008206
Hospital,AggregateType.AVG,0.3,inf,0.0002059023819534896,0.00010106157368943224
Hospital,AggregateType.AVG,0.4,inf,0.00020100799036479113,9.619807870410458e-05
Hospital,AggregateType.AVG,0.5,inf,0.00016545782601586103,7.983267471093436e-05
Hospital,AggregateType.AVG,0.6,inf,0.00013267125613228523,6.48413068710133e-05
Hospital,AggregateType.AVG,0.7,inf,0.0001035967723639114,5.120998103986961e-05
Hospital,AggregateType.AVG,0.8,inf,9.710078055038307e-05,4.745972989678626e-05
Hospital,AggregateType.AVG,0.9,inf,6.905148903064927e-05,3.3978911099958234e-05
Hospital,AggregateType.FREQ,0.01,0.04000133341333913,28.96060330349576,1.2903024640962883
Hospital,AggregateType.FREQ,0.05,0.20016691711396528,5.737465229027168,0.7977012336245972
Hospital,AggregateType.FREQ,0.1,0.40134139092430254,2.8668869171608327,0.5824275907674397
Hospital,AggregateType.FREQ,0.2,0.810930216216329,1.4098818671705582,0.39279817867998296
Hospital,AggregateType.FREQ,0.3,1.2380784168124461,0.9389387237963465,0.29971884185676106
Hospital,AggregateType.FREQ,0.4,1.6945957207744073,0.6767799237998486,0.23793497894142282
Hospital,AggregateType.FREQ,0.5,2.197224577336219,0.5229820746482189,0.1959146255582313
Hospital,AggregateType.FREQ,0.6,2.772588722239781,0.4146496427782823,0.16300366628062943
Hospital,AggregateType.FREQ,0.7,3.4692021107762123,0.3300133434217652,0.1349411136038953
Hospital,AggregateType.FREQ,0.8,4.394449154672437,0.2633913537949832,0.1116780591517175
Hospital,AggregateType.FREQ,0.9,5.888877958332883,0.19755898895959395,0.08689320896651045
Hospital,AggregateType.MAX,0.01,inf,3.6358077885622544,0.1473989328752238
Hospital,AggregateType.MAX,0.05,inf,0.7598294663027103,0.0994295175325198
Hospital,AggregateType.MAX,0.1,inf,0.38591088877565,0.07556992509709247
Hospital,AggregateType.MAX,0.2,inf,0.19465324308479495,0.05269605493858607
Hospital,AggregateType.MAX,0.3,inf,0.12704600438711147,0.04030313373519675
Hospital,AggregateType.MAX,0.4,inf,0.08705909043547858,0.030730813106270405
Hospital,AggregateType.MAX,0.5,inf,0.05455731843621022,0.020251164916723692
Hospital,AggregateType.MAX,0.6,inf,0.04074287615207638,0.01580659986624277
Hospital,AggregateType.MAX,0.7,inf,0.024775260931213485,0.010048984405196465
Hospital,AggregateType.MAX,0.8,inf,0.013825345683863621,0.005809391851071698
Hospital,AggregateType.MAX,0.9,inf,0.006470301398638289,0.002838230042675224
Hospital,AggregateType.MIN,0.01,inf,148.5405971078163,0.2860156403467869
Hospital,AggregateType.MIN,0.05,inf,28.656105940199524,0.2768503604037629
Hospital,AggregateType.MIN,0.1,inf,16.09539397724472,0.3899630493998547
Hospital,AggregateType.MIN,0.2,inf,7.5795945714303326,0.23132769091782376
Hospital,AggregateType.MIN,0.3,inf,5.31128655820258,0.19537086601556264
Hospital,AggregateType.MIN,0.4,inf,3.934396533949607,0.3018887542107562
Hospital,AggregateType.MIN,0.5,inf,2.999822281080916,0.24295326194583916
Hospital,AggregateType.MIN,0.6,inf,2.2182052571167956,0.15438470178765132
Hospital,AggregateType.MIN,0.7,inf,1.5144091430181348,0.12712509374324482
Hospital,AggregateType.MIN,0.8,inf,1.1192168233941617,0.08862809249177298
Hospital,AggregateType.MIN,0.9,inf,0.7265195226320588,0.06623977884010016
Hospital,AggregateType.SUM,0.01,inf,1.7830184523731785,0.11651065359796878
Hospital,AggregateType.SUM,0.05,inf,0.3713236076097273,0.06672496947692845
Hospital,AggregateType.SUM,0.1,inf,0.19333205733767422,0.04669160215041502
Hospital,AggregateType.SUM,0.2,inf,0.10002203369213776,0.031457095369304376
Hospital,AggregateType.SUM,0.3,inf,0.06567811812615994,0.023301578292111307
Hospital,AggregateType.SUM,0.4,inf,0.044535703291468186,0.017104841503822854
Hospital,AggregateType.SUM,0.5,inf,0.02441749740596689,0.009858090502311614
Hospital,AggregateType.SUM,0.6,inf,0.01852849372764132,0.007810578065795664
Hospital,AggregateType.SUM,0.7,inf,0.010842192350647414,0.004722362170295027
Hospital,AggregateType.SUM,0.8,inf,0.0055360188213291455,0.002432935224580617
Hospital,AggregateType.SUM,0.9,inf,0.0027560598456316783,0.0012367263173980268
Sepsis,AggregateType.AVG,0.01,0.0013333833750451445,1.488104312649362,0.3924317631501029
Sepsis,AggregateType.AVG,0.05,0.00600910716914521,0.33731758751274943,0.13120161527442684
Sepsis,AggregateType.AVG,0.1,0.013246867902796892,0.18679218252051877,0.080349456177059
Sepsis,AggregateType.AVG,0.2,0.022986530456891027,0.09875184362244359,0.04512803780641367
Sepsis,AggregateType.AVG,0.3,0.030407044340453097,0.06669738738428388,0.031165414832341726
Sepsis,AggregateType.AVG,0.4,0.04443287201614149,0.05784151257633752,0.026752456279428433
Sepsis,AggregateType.AVG,0.5,0.06933402933644318,0.04566907854845918,0.021457203368409047
Sepsis,AggregateType.AVG,0.6,0.10946031256464098,0.03554241328847822,0.0169634653958527
Sepsis,AggregateType.AVG,0.7,0.12472708223415266,0.027714261110589566,0.01329750314781901
Sepsis,AggregateType.AVG,0.8,0.4844751973014566,0.023817308755541285,0.011271691447654452
Sepsis,AggregateType.AVG,0.9,inf,0.020167717610679602,0.00930946612238957
Sepsis,AggregateType.FREQ,0.01,0.04000133341333913,10.387949539902134,0.7139478441178182
Sepsis,AggregateType.FREQ,0.05,0.20016691711396528,2.2454454591038004,0.36446811109353827
Sepsis,AggregateType.FREQ,0.1,0.40134139092430254,0.9975015629685945,0.24307507493681366
Sepsis,AggregateType.FREQ,0.2,0.810930216216329,0.5335712547063232,0.1601879682593256
Sepsis,AggregateType.FREQ,0.3,1.2380784168124461,0.30187682547195693,0.1079277799056056
Sepsis,AggregateType.FREQ,0.4,1.6945957207744073,0.25703417061574285,0.09646252767007965
Sepsis,AggregateType.FREQ,0.5,2.197224577336219,0.20746425666342044,0.08043008857300431
Sepsis,AggregateType.FREQ,0.6,2.772588722239781,0.14784733674669107,0.060941777724040136
Sepsis,AggregateType.FREQ,0.7,3.4692021107762123,0.13532268280277182,0.05550294382996267
Sepsis,AggregateType.FREQ,0.8,4.394449154672437,0.10111777846705805,0.04405445081149868
Sepsis,AggregateType.FREQ,0.9,5.888877958332883,0.0721256993690803,0.032421138366712295
Sepsis,AggregateType.MAX,0.01,0.00661659799205306,30.73013861658982,1.2564394815940816
Sepsis,AggregateType.MAX,0.05,0.029127896729670387,6.204808114847846,0.8356511889436712
Sepsis,AggregateType.MAX,0.1,0.05847775607438187,3.337082823576213,0.6475533980223694
Sepsis,AggregateType.MAX,0.2,0.10677400187446803,1.7527571216954343,0.47282379360133325
Sepsis,AggregateType.MAX,0.3,0.1568926486547921,1.1191567400969356,0.3526344659282745
Sepsis,AggregateType.MAX,0.4,0.20662501890530655,0.8127838102410045,0.28089434172313477
Sepsis,AggregateType.MAX,0.5,0.28176625842345826,0.607400382628469,0.22429379167278646
Sepsis,AggregateType.MAX,0.6,0.4552678771567734,0.45853930974610435,0.17785041917949782
Sepsis,AggregateType.MAX,0.7,0.6684802998980002,0.36492486196261914,0.14725527187281703
Sepsis,AggregateType.MAX,0.8,2.7906479522098193,0.22143545008194382,0.09142315302504263
Sepsis,AggregateType.MAX,0.9,inf,0.11554722761838696,0.050790499361206165
Sepsis,AggregateType.MIN,0.01,3.2604184689241434e-05,71079.9392841532,1.6751410085834055
Sepsis,AggregateType.MIN,0.05,0.00014789089860008938,14848.548435716875,1.603831728761914
Sepsis,AggregateType.MIN,0.1,0.0002967934418849136,7558.731126945493,1.5823889320575997
Sepsis,AggregateType.MIN,0.2,0.0005715064160454004,5223.871226080952,1.545610883898235
Sepsis,AggregateType.MIN,0.3,0.0007731087851281184,3098.8736882764215,1.637086427215048
Sepsis,AggregateType.MIN,0.4,0.0010924831205501358,2582.3792365918202,1.4418585703362496
Sepsis,AggregateType.MIN,0.5,0.001790729076883635,2503.8767591113156,1.3964449532972707
Sepsis,AggregateType.MIN,0.6,0.0025705456114843593,1497.5168733512571,1.2709942422623781
Sepsis,AggregateType.MIN,0.7,0.003940548076679157,1385.736718322096,1.2883344864432162
Sepsis,AggregateType.MIN,0.8,1.1304834609083618,1158.2601640173805,0.9227023877575405
Sepsis,AggregateType.MIN,0.9,inf,926.2572399919654,0.7151977999374937
Sepsis,AggregateType.SUM,0.01,0.03499199441442991,6.879275608006838,0.7128441391905322
Sepsis,AggregateType.SUM,0.05,0.1601504000654623,1.439695265669606,0.33751592811172637
Sepsis,AggregateType.SUM,0.1,0.321153228860478,0.6954072357047558,0.22039010449054
Sepsis,AggregateType.SUM,0.2,0.6415142911530821,0.3678544596959563,0.13186459918297117
Sepsis,AggregateType.SUM,0.3,0.9226588201896521,0.28041989118213645,0.10673909342540062
Sepsis,AggregateType.SUM,0.4,1.3308640420303683,0.19661378982093625,0.08097674879636256
Sepsis,AggregateType.SUM,0.5,2.2819096564441663,0.12792881966911965,0.0546930538879757
Sepsis,AggregateType.SUM,0.6,2.9003085800168185,0.09426384910094161,0.042179833459444746
Sepsis,AggregateType.SUM,0.7,4.132028764651148,0.06849351213382608,0.03130467878131179
Sepsis,AggregateType.SUM,0.8,85.21850918601605,0.03294838620751108,0.015481212830555443
Sepsis,AggregateType.SUM,0.9,inf,0.018755989075320383,0.008931716010891004
Traffic,AggregateType.AVG,0.01,0.0005912744784367541,2.822039083254969,0.5145887494085012
Traffic,AggregateType.AVG,0.05,0.0029525682782750025,0.595738556619965,0.1930328990931328
Traffic,AggregateType.AVG,0.1,0.005924248827782482,0.3181429635599269,0.11919789161832688
Traffic,AggregateType.AVG,0.2,0.01127170758739665,0.1671641284342202,0.06786985717651602
Traffic,AggregateType.AVG,0.3,0.01643938615011931,0.11400783569744188,0.04948847688545217
Traffic,AggregateType.AVG,0.4,0.0220411666446923,0.08366241906033807,0.0370079531183244
Traffic,AggregateType.AVG,0.5,0.03228256876497627,0.0693137056441352,0.031238719635494815
Traffic,AggregateType.AVG,0.6,0.04875205570475699,0.04842843930280644,0.022247574754169278
Traffic,AggregateType.AVG,0.7,0.09384166047337876,0.04083497446937375,0.018068733121545368
Traffic,AggregateType.AVG,0.8,inf,0.028679272433031616,0.013386112799921893
Traffic,AggregateType.AVG,0.9,inf,0.021413144669564517,0.010091972657591186
Traffic,AggregateType.FREQ,0.01,0.04000133341333913,7.361496712778741,0.6054658714178308
Traffic,AggregateType.FREQ,0.05,0.20016691711396528,1.4750483109599284,0.30238001109559476
Traffic,AggregateType.FREQ,0.1,0.40134139092430254,0.6468755575000475,0.18839220762918324
Traffic,AggregateType.FREQ,0.2,0.810930216216329,0.3457895213869728,0.12186417247842381
Traffic,AggregateType.FREQ,0.3,1.2380784168124461,0.26943994644391733,0.09969863818522258
Traffic,AggregateType.FREQ,0.4,1.6945957207744073,0.1740541492590767,0.07056409544693046
Traffic,AggregateType.FREQ,0.5,2.197224577336219,0.1293497460238306,0.05512120115023198
Traffic,AggregateType.FREQ,0.6,2.772588722239781,0.10406556510427303,0.04479772795248472
Traffic,AggregateType.FREQ,0.7,3.4692021107762123,0.10034791583823152,0.042897748888620066
Traffic,AggregateType.FREQ,0.8,4.394449154672437,0.07321134448059899,0.032508914483361274
Traffic,AggregateType.FREQ,0.9,5.888877958332883,0.04967011788310932,0.02306086749279465
Traffic,AggregateType.MIN,0.01,3.2887233762353345e-05,5950.838514522506,1.628817080159679
Traffic,AggregateType.MIN,0.05,0.0001588946418525966,1110.429681656699,1.9167355129535
Traffic,AggregateType.MIN,0.1,0.0003078059345749208,12400295.37571071,1.5456705098267731
Traffic,AggregateType.MIN,0.3,0.000943062945647755,21272899.376599796,2.5729065540878704
Traffic,AggregateType.MIN,0.4,0.0014020960571822572,15598947.582094269,1.868052485114158
Traffic,AggregateType.SUM,0.01,0.014225518215658761,6.3797311542570085,0.5619456170685607
Traffic,AggregateType.SUM,0.05,0.07039106721042221,1.3912093665079512,0.28870631235677513
Traffic,AggregateType.SUM,0.1,0.14483022572308793,0.6251883265476457,0.18067466584838526
Traffic,AggregateType.SUM,0.2,0.3096956436836507,0.36779957827848736,0.12365142271746273
Traffic,AggregateType.SUM,0.3,0.43700183232580103,0.22535194240341666,0.08716103188280334
Traffic,AggregateType.SUM,0.4,0.5841628061673256,0.17359767140777468,0.06928089836119437
Traffic,AggregateType.SUM,0.5,1.0842917832475487,0.11068705550570675,0.04658716851702346
Traffic,AggregateType.SUM,0.6,1.9983956051449,0.07597491246319324,0.03265172170419461
Traffic,AggregateType.SUM,0.7,6.82346211837624,0.05535446487842549,0.024363772267271766
Traffic,AggregateType.SUM,0.8,inf,0.023099116855306627,0.010425709023660638
Traffic,AggregateType.SUM,0.9,inf,0.007468173563218434,0.0035997816978087993
Unrineweginfectie,AggregateType.AVG,0.01,inf,6.29740364653615,0.45947154102506893
Unrineweginfectie,AggregateType.AVG,0.05,inf,1.40013220827542,0.2913702460114368
Unrineweginfectie,AggregateType.AVG,0.1,inf,1.0260532529324669,0.23876196484256398
Unrineweginfectie,AggregateType.AVG,0.2,inf,0.38625957413115425,0.12623648507033874
Unrineweginfectie,AggregateType.AVG,0.3,inf,0.4396279732700964,0.14636549881831942
Unrineweginfectie,AggregateType.AVG,0.4,inf,0.3264908740235151,0.11197964040960859
Unrineweginfectie,AggregateType.AVG,0.5,inf,0.2867045407899017,0.10235257359348374
Unrineweginfectie,AggregateType.AVG,0.6,inf,0.2443516783065832,0.0826529234868641
Unrineweginfectie,AggregateType.AVG,0.7,inf,0.23194978513121392,0.08426994101846016
Unrineweginfectie,AggregateType.AVG,0.8,inf,0.19420397724560967,0.07519650090600853
Unrineweginfectie,AggregateType.AVG,0.9,inf,0.15674714078421711,0.053116512732240405
Unrineweginfectie,AggregateType.FREQ,0.01,0.04000133341333913,8.36989950073559,0.5961885805347789
Unrineweginfectie,AggregateType.FREQ,0.05,0.20016691711396528,2.048373033858242,0.32439245856899684
Unrineweginfectie,AggregateType.FREQ,0.1,0.40134139092430254,0.597159236470239,0.18502625854457627
Unrineweginfectie,AggregateType.FREQ,0.2,0.810930216216329,0.4517740778008135,0.13466163008541454
Unrineweginfectie,AggregateType.FREQ,0.3,1.2380784168124461,0.3465717541295629,0.10716673957498576
Unrineweginfectie,AggregateType.FREQ,0.4,1.6945957207744073,0.24012112905347452,0.08577541533055025
Unrineweginfectie,AggregateType.FREQ,0.5,2.197224577336219,0.12914110159200873,0.05199982254840831
Unrineweginfectie,AggregateType.FREQ,0.6,2.772588722239781,0.12952390573848951,0.05039434558236925
Unrineweginfectie,AggregateType.FREQ,0.7,3.4692021107762123,0.0903148546369998,0.03889840777199367
Unrineweginfectie,AggregateType.FREQ,0.8,4.394449154672437,0.0778842337672553,0.03296331561840925
Unrineweginfectie,AggregateType.FREQ,0.9,5.888877958332883,0.05103856858308947,0.022898096704611653
Unrineweginfectie,AggregateType.MAX,0.01,inf,12.624206060278249,0.5963615036004211
Unrineweginfectie,AggregateType.MAX,0.05,inf,2.3822177150790718,0.3863040830070514
Unrineweginfectie,AggregateType.MAX,0.1,inf,1.4112411441090407,0.2835134900340567
Unrineweginfectie,AggregateType.MAX,0.2,inf,0.6243527190100924,0.17896268359720502
Unrineweginfectie,AggregateType.MAX,0.3,inf,0.4447591730574178,0.15353288991449607
Unrineweginfectie,AggregateType.MAX,0.4,inf,0.43360860622313113,0.14085500697220357
Unrineweginfectie,AggregateType.MAX,0.5,inf,0.27916432451232537,0.10620652775759001
Unrineweginfectie,AggregateType.MAX,0.6,inf,0.24571877405877304,0.09368340550696957
Unrineweginfectie,AggregateType.MAX,0.7,inf,0.26795726050627594,0.09927847046948324
Unrineweginfectie,AggregateType.MAX,0.8,inf,0.20483793892433777,0.08201349083559124
Unrineweginfectie,AggregateType.MAX,0.9,inf,0.06294022777157436,0.02709900285954157
Unrineweginfectie,AggregateType.MIN,0.01,inf,1406.5939547601536,0.8135519572009235
Unrineweginfectie,AggregateType.MIN,0.05,inf,637.6225189141969,0.79142205578617
Unrineweginfectie,AggregateType.MIN,0.1,inf,285.84781090831746,0.7341007746661321
Unrineweginfectie,AggregateType.MIN,0.2,inf,131.96151179721193,0.6960818496323039
Unrineweginfectie,AggregateType.MIN,0.3,inf,138.2569101446218,0.6764688745563474
Unrineweginfectie,AggregateType.MIN,0.4,inf,102.7617219658539,0.7023344244732485
Unrineweginfectie,AggregateType.MIN,0.5,inf,68.496477079903,0.6769028389825884
Unrineweginfectie,AggregateType.MIN,0.6,inf,68.48145979447541,0.6796458620111523
Unrineweginfectie,AggregateType.MIN,0.7,inf,61.16667166266742,0.6551198066357176
Unrineweginfectie,AggregateType.MIN,0.8,inf,47.80407836077598,0.6118890221658109
Unrineweginfectie,AggregateType.MIN,0.9,inf,48.649545268913485,0.4402900882137404
Unrineweginfectie,AggregateType.SUM,0.01,inf,1.2279743678050845,0.1881321510246533
Unrineweginfectie,AggregateType.SUM,0.05,inf,0.3517914764061542,0.10108173826620888
Unrineweginfectie,AggregateType.SUM,0.1,inf,0.1581100570466445,0.055520686586137014
Unrineweginfectie,AggregateType.SUM,0.2,inf,0.1424167718291962,0.05647523137858622
Unrineweginfectie,AggregateType.SUM,0.3,inf,0.08218270837071662,0.034012283019552815
Unrineweginfectie,AggregateType.SUM,0.4,inf,0.06544084411567233,0.028171951923135596
Unrineweginfectie,AggregateType.SUM,0.5,inf,0.051745595516685505,0.022582949599091018
Unrineweginfectie,AggregateType.SUM,0.6,inf,0.05067853616895916,0.022637021986467033
Unrineweginfectie,AggregateType.SUM,0.7,inf,0.046744157503528304,0.020616670010878278
Unrineweginfectie,AggregateType.SUM,0.8,inf,0.018420679418221352,0.008938661650298753
Unrineweginfectie,AggregateType.SUM,0.9,inf,0.0026572279457426533,0.0013128907604319992
