dataset,aggregate_type,delta,edge,APE_time
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_010', '01_HOOFD_011')",0.002471646550577597
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_011', '01_HOOFD_020')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_020', '02_DRZ_010')",0.002467815022350332
BPIC15,AggregateType.AVG,0.7,"('02_DRZ_010', '04_BPT_005')",0.018287378619400826
BPIC15,AggregateType.AVG,0.7,"('04_BPT_005', '01_HOOFD_065_0')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.0005916577218793596
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.0033136354117513063
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_100_0', '01_HOOFD_015')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_015', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_061', '01_HOOFD_101')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_101', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.002133517112937317
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_030_2', '08_AWB45_005')",0.0006683671807598067
BPIC15,AggregateType.AVG,0.7,"('08_AWB45_005', '01_HOOFD_200')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_200', '01_HOOFD_330')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_330', '09_AH_I_010')",0.009104935589870142
BPIC15,AggregateType.AVG,0.7,"('09_AH_I_010', '01_HOOFD_380')",0.017556545789519446
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_380', '01_HOOFD_430')",0.03585904269123107
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_430', '11_AH_II_010')",0.0455425439077839
BPIC15,AggregateType.AVG,0.7,"('11_AH_II_010', '13_CRD_010')",0.0052604952274947605
BPIC15,AggregateType.AVG,0.7,"('13_CRD_010', '01_HOOFD_480')",0.03437591376709489
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_490_2', '01_HOOFD_491')",0.00037720288925317753
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_491', '01_HOOFD_180')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_180', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_494a', '01_HOOFD_490_4')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_490_4', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_195', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_375', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_490_1', '01_HOOFD_250_1')",0.0
