dataset,aggregate_type,delta,edge,APE_freq
CreditReq,AggregateType.MIN,0.4,"('Collateral check', 'Collateral check')",1.1876124357256222e-05
CreditReq,AggregateType.MIN,0.4,"('Collateral check', 'Credit committee')",0.0001503982502382592
CreditReq,AggregateType.MIN,0.4,"('Credit committee', 'Credit committee')",7.334584993986665e-06
CreditReq,AggregateType.MIN,0.4,"('Credit committee', 'Requirements review')",3.700432565802971e-05
CreditReq,AggregateType.MIN,0.4,"('Requirements review', 'Requirements review')",0.00013486890948197184
CreditReq,AggregateType.MAX,0.4,"('Register', 'Acceptance of requests')",1.5297092581136496e-05
CreditReq,AggregateType.MAX,0.4,"('Acceptance of requests', 'Acceptance of requests')",7.099767771698478e-05
CreditReq,AggregateType.MAX,0.4,"('Acceptance of requests', 'Collection of documents')",5.764081757945773e-05
CreditReq,AggregateType.MAX,0.4,"('Collection of documents', 'Collection of documents')",7.773780736814224e-08
CreditReq,AggregateType.MAX,0.4,"('Collection of documents', 'Completeness check')",3.2615076599480047e-05
CreditReq,AggregateType.MAX,0.4,"('Completeness check', 'Completeness check')",4.928493938428311e-05
CreditReq,AggregateType.MAX,0.4,"('Completeness check', 'Credit worthiness check')",2.9552215375849297e-05
CreditReq,AggregateType.MAX,0.4,"('Credit worthiness check', 'Credit worthiness check')",0.00014617321921950449
CreditReq,AggregateType.MAX,0.4,"('Credit worthiness check', 'Collateral check')",9.880423679034193e-05
CreditReq,AggregateType.MAX,0.4,"('Collateral check', 'Collateral check')",5.518472674143824e-05
CreditReq,AggregateType.MAX,0.4,"('Collateral check', 'Credit committee')",1.4123987135008744e-05
CreditReq,AggregateType.MAX,0.4,"('Credit committee', 'Credit committee')",5.977552440718013e-05
CreditReq,AggregateType.MAX,0.4,"('Credit committee', 'Requirements review')",1.335701717767062e-05
CreditReq,AggregateType.MAX,0.4,"('Requirements review', 'Requirements review')",3.218598211319933e-05
