dataset,aggregate_type,delta,edge,APE_freq
CreditReq,AggregateType.AVG,0.5,"('Register', 'Acceptance of requests')",4.454491463366774e-05
CreditReq,AggregateType.AVG,0.5,"('Acceptance of requests', 'Acceptance of requests')",0.00011868321287037835
CreditReq,AggregateType.AVG,0.5,"('Acceptance of requests', 'Collection of documents')",9.635755144696317e-05
CreditReq,AggregateType.AVG,0.5,"('Collection of documents', 'Collection of documents')",8.350494797880099e-05
CreditReq,AggregateType.AVG,0.5,"('Collection of documents', 'Completeness check')",7.334023595108902e-05
CreditReq,AggregateType.AVG,0.5,"('Completeness check', 'Completeness check')",1.415973190490629e-05
CreditReq,AggregateType.AVG,0.5,"('Completeness check', 'Credit worthiness check')",4.8894673432266425e-06
CreditReq,AggregateType.AVG,0.5,"('Credit worthiness check', 'Credit worthiness check')",1.2824961449733416e-05
CreditReq,AggregateType.AVG,0.5,"('Credit worthiness check', 'Collateral check')",1.6473484688252454e-05
CreditReq,AggregateType.AVG,0.5,"('Collateral check', 'Collateral check')",1.567111337443398e-05
CreditReq,AggregateType.AVG,0.5,"('Collateral check', 'Credit committee')",0.0002045625917491392
CreditReq,AggregateType.AVG,0.5,"('Credit committee', 'Credit committee')",0.00011077534805934406
CreditReq,AggregateType.AVG,0.5,"('Credit committee', 'Requirements review')",1.527405534226781e-05
CreditReq,AggregateType.AVG,0.5,"('Requirements review', 'Requirements review')",0.00012241578508117502
CreditReq,AggregateType.SUM,0.5,"('Register', 'Acceptance of requests')",2.8560793740818648e-05
CreditReq,AggregateType.SUM,0.5,"('Acceptance of requests', 'Acceptance of requests')",1.8948604931499077e-05
CreditReq,AggregateType.SUM,0.5,"('Acceptance of requests', 'Collection of documents')",3.0013438017056154e-05
CreditReq,AggregateType.SUM,0.5,"('Collection of documents', 'Collection of documents')",7.93104594804295e-05
CreditReq,AggregateType.SUM,0.5,"('Collection of documents', 'Completeness check')",4.010813087123597e-05
CreditReq,AggregateType.SUM,0.5,"('Completeness check', 'Completeness check')",1.4367235425712822e-06
CreditReq,AggregateType.SUM,0.5,"('Completeness check', 'Credit worthiness check')",4.518252160200268e-05
CreditReq,AggregateType.SUM,0.5,"('Credit worthiness check', 'Credit worthiness check')",2.231690609540457e-06
