dataset,aggregate_type,delta,edge,APE_freq
CreditReq,AggregateType.AVG,0.01,"('Register', 'Acceptance of requests')",0.0013560937202537339
CreditReq,AggregateType.AVG,0.01,"('Acceptance of requests', 'Acceptance of requests')",0.0037232806347816633
CreditReq,AggregateType.AVG,0.01,"('Acceptance of requests', 'Collection of documents')",0.006342575573861649
CreditReq,AggregateType.AVG,0.01,"('Collection of documents', 'Collection of documents')",0.0027814362788784754
CreditReq,AggregateType.AVG,0.01,"('Collection of documents', 'Completeness check')",0.0002794890767940161
CreditReq,AggregateType.AVG,0.01,"('Completeness check', 'Completeness check')",0.0007105841804700578
CreditReq,AggregateType.AVG,0.01,"('Completeness check', 'Credit worthiness check')",0.003916754879272793
CreditReq,AggregateType.AVG,0.01,"('Credit worthiness check', 'Credit worthiness check')",0.004768422531078663
CreditReq,AggregateType.AVG,0.01,"('Credit worthiness check', 'Collateral check')",0.0010867516570700112
CreditReq,AggregateType.AVG,0.01,"('Collateral check', 'Collateral check')",0.0020355831724437625
CreditReq,AggregateType.AVG,0.01,"('Collateral check', 'Credit committee')",0.0005215248804807554
CreditReq,AggregateType.AVG,0.01,"('Credit committee', 'Credit committee')",0.002628096083608996
CreditReq,AggregateType.AVG,0.01,"('Credit committee', 'Requirements review')",0.0007481586221947201
CreditReq,AggregateType.AVG,0.01,"('Requirements review', 'Requirements review')",0.0018017000262414886
CreditReq,AggregateType.SUM,0.01,"('Register', 'Acceptance of requests')",0.000874403109540561
CreditReq,AggregateType.SUM,0.01,"('Acceptance of requests', 'Acceptance of requests')",0.0007730006267316697
CreditReq,AggregateType.SUM,0.01,"('Acceptance of requests', 'Collection of documents')",0.00235067863519456
CreditReq,AggregateType.SUM,0.01,"('Collection of documents', 'Collection of documents')",0.008256313503594192
CreditReq,AggregateType.SUM,0.01,"('Collection of documents', 'Completeness check')",0.002361002447759332
CreditReq,AggregateType.SUM,0.01,"('Completeness check', 'Completeness check')",0.002334805994438102
CreditReq,AggregateType.SUM,0.01,"('Completeness check', 'Credit worthiness check')",0.002806557641034312
CreditReq,AggregateType.SUM,0.01,"('Credit worthiness check', 'Credit worthiness check')",0.0009152241642200939
CreditReq,AggregateType.SUM,0.01,"('Credit worthiness check', 'Collateral check')",0.007526912334120284
CreditReq,AggregateType.SUM,0.01,"('Collateral check', 'Collateral check')",0.0005247877882669851
CreditReq,AggregateType.SUM,0.01,"('Collateral check', 'Credit committee')",0.004049605874687449
CreditReq,AggregateType.SUM,0.01,"('Credit committee', 'Credit committee')",6.135375813295261e-05
CreditReq,AggregateType.SUM,0.01,"('Credit committee', 'Requirements review')",2.7109711145018457e-05
CreditReq,AggregateType.SUM,0.01,"('Requirements review', 'Requirements review')",0.0017091251026189757
CreditReq,AggregateType.MIN,0.01,"('Register', 'Acceptance of requests')",0.002272273417870454
CreditReq,AggregateType.MIN,0.01,"('Acceptance of requests', 'Acceptance of requests')",0.002187950010841727
CreditReq,AggregateType.MIN,0.01,"('Acceptance of requests', 'Collection of documents')",0.006736594770458515
CreditReq,AggregateType.MIN,0.01,"('Collection of documents', 'Collection of documents')",0.005997479327347195
CreditReq,AggregateType.MIN,0.01,"('Collection of documents', 'Completeness check')",0.0022052895599490334
CreditReq,AggregateType.MIN,0.01,"('Completeness check', 'Completeness check')",0.0003501188920534253
CreditReq,AggregateType.MIN,0.01,"('Completeness check', 'Credit worthiness check')",0.00048249293781730125
CreditReq,AggregateType.MIN,0.01,"('Credit worthiness check', 'Credit worthiness check')",0.0008942302534454002
CreditReq,AggregateType.MIN,0.01,"('Credit worthiness check', 'Collateral check')",0.0016646210455880225
CreditReq,AggregateType.MIN,0.01,"('Collateral check', 'Collateral check')",0.00673538726016972
CreditReq,AggregateType.MIN,0.01,"('Collateral check', 'Credit committee')",0.0013258330209707642
CreditReq,AggregateType.MIN,0.01,"('Credit committee', 'Credit committee')",0.002341100647707735
CreditReq,AggregateType.MIN,0.01,"('Credit committee', 'Requirements review')",0.002321981238128501
CreditReq,AggregateType.MIN,0.01,"('Requirements review', 'Requirements review')",0.00017032445765988006
CreditReq,AggregateType.MAX,0.01,"('Register', 'Acceptance of requests')",0.0005246873187196107
CreditReq,AggregateType.MAX,0.01,"('Acceptance of requests', 'Acceptance of requests')",0.0033447711678099954
CreditReq,AggregateType.MAX,0.01,"('Acceptance of requests', 'Collection of documents')",0.0010085675911008847
CreditReq,AggregateType.MAX,0.01,"('Collection of documents', 'Collection of documents')",0.001102442546585335
CreditReq,AggregateType.MAX,0.01,"('Collection of documents', 'Completeness check')",0.01577366542320658
CreditReq,AggregateType.MAX,0.01,"('Completeness check', 'Completeness check')",0.003929214194370465
CreditReq,AggregateType.MAX,0.01,"('Completeness check', 'Credit worthiness check')",0.0012117162963418402
CreditReq,AggregateType.MAX,0.01,"('Credit worthiness check', 'Credit worthiness check')",4.948749340048233e-05
CreditReq,AggregateType.MAX,0.01,"('Credit worthiness check', 'Collateral check')",0.001479040881506894
CreditReq,AggregateType.MAX,0.01,"('Collateral check', 'Collateral check')",0.00016286750250114532
CreditReq,AggregateType.MAX,0.01,"('Collateral check', 'Credit committee')",0.0014410505711378143
CreditReq,AggregateType.MAX,0.01,"('Credit committee', 'Credit committee')",0.0003116046661560382
CreditReq,AggregateType.MAX,0.01,"('Credit committee', 'Requirements review')",0.0026676376818778286
CreditReq,AggregateType.MAX,0.01,"('Requirements review', 'Requirements review')",0.00452704216200115
