dataset,aggregate_type,alpha,epsilon_freq,epsilon_time,delta_freq_median,delta_time_median,delta_freq_max,delta_time_max
Hospital,AggregateType.AVG,0.2,0.0026864835993396867,3.547686579810624e-05,0.9936953816334796,0.0,0.999980000199998,0.9352382334359306
Hospital,AggregateType.SUM,0.2,0.0026864835993396867,0.04992294430100556,0.9936953816334796,0.0,0.999980000199998,0.9987265281382143
Hospital,AggregateType.MIN,0.2,0.0026864835993396867,0.156027722580937,0.9936953816334796,0.0,0.999980000199998,0.9996687644915535
Hospital,AggregateType.MAX,0.2,0.0026864835993396867,0.15000090067866903,0.9936953816334796,0.0,0.999980000199998,0.998843404351269
