dataset,aggregate_type,delta,edge,APE_time
CreditReq,AggregateType.AVG,0.4,"('Register', 'Acceptance of requests')",3.4745084636229486
CreditReq,AggregateType.AVG,0.4,"('Acceptance of requests', 'Collection of documents')",2.9403939832848227
CreditReq,AggregateType.AVG,0.4,"('Collection of documents', 'Completeness check')",12.508143240420925
CreditReq,AggregateType.AVG,0.4,"('Completeness check', 'Credit worthiness check')",1.6120119881243378
CreditReq,AggregateType.AVG,0.4,"('Credit worthiness check', 'Collateral check')",3.025289724122607
CreditReq,AggregateType.AVG,0.4,"('Collateral check', 'Credit committee')",0.8753132321497388
CreditReq,AggregateType.AVG,0.4,"('Credit committee', 'Requirements review')",4.743944447180604
CreditReq,AggregateType.SUM,0.4,"('Register', 'Acceptance of requests')",0.0017181092587028766
CreditReq,AggregateType.SUM,0.4,"('Acceptance of requests', 'Collection of documents')",0.00029034602507860497
CreditReq,AggregateType.SUM,0.4,"('Collection of documents', 'Completeness check')",0.002698846530021219
CreditReq,AggregateType.SUM,0.4,"('Completeness check', 'Credit worthiness check')",0.001785781778506737
CreditReq,AggregateType.SUM,0.4,"('Credit worthiness check', 'Collateral check')",0.00044047908153872995
CreditReq,AggregateType.SUM,0.4,"('Collateral check', 'Credit committee')",0.004227787343565669
CreditReq,AggregateType.SUM,0.4,"('Credit committee', 'Requirements review')",0.00526188848653802
CreditReq,AggregateType.MIN,0.4,"('Register', 'Acceptance of requests')",161.38813152937283
CreditReq,AggregateType.MIN,0.4,"('Acceptance of requests', 'Collection of documents')",170.62227616664558
CreditReq,AggregateType.MIN,0.4,"('Collection of documents', 'Completeness check')",202.92300993223233
CreditReq,AggregateType.MIN,0.4,"('Completeness check', 'Credit worthiness check')",35.95925120957443
CreditReq,AggregateType.MIN,0.4,"('Credit worthiness check', 'Collateral check')",24.1942592065293
CreditReq,AggregateType.MIN,0.4,"('Collateral check', 'Credit committee')",150.11166421467226
CreditReq,AggregateType.MIN,0.4,"('Credit committee', 'Requirements review')",154.80130728751212
CreditReq,AggregateType.MAX,0.4,"('Register', 'Acceptance of requests')",0.19548540148220162
CreditReq,AggregateType.MAX,0.4,"('Acceptance of requests', 'Collection of documents')",0.6166000543019382
CreditReq,AggregateType.MAX,0.4,"('Collection of documents', 'Completeness check')",0.7080976256525665
CreditReq,AggregateType.MAX,0.4,"('Completeness check', 'Credit worthiness check')",0.996564206800577
CreditReq,AggregateType.MAX,0.4,"('Credit worthiness check', 'Collateral check')",0.22728429753070084
CreditReq,AggregateType.MAX,0.4,"('Collateral check', 'Credit committee')",0.5492751051849465
CreditReq,AggregateType.MAX,0.4,"('Credit committee', 'Requirements review')",0.5805883693562552
