dataset,aggregate_type,delta,edge,APE_time
CreditReq,AggregateType.AVG,0.9,"('Register', 'Acceptance of requests')",0.12874099523285157
CreditReq,AggregateType.AVG,0.9,"('Acceptance of requests', 'Collection of documents')",0.6960146225891973
CreditReq,AggregateType.AVG,0.9,"('Collection of documents', 'Completeness check')",0.04343254990427263
CreditReq,AggregateType.AVG,0.9,"('Completeness check', 'Credit worthiness check')",0.046906943885694684
CreditReq,AggregateType.AVG,0.9,"('Credit worthiness check', 'Collateral check')",0.28640332800339596
CreditReq,AggregateType.AVG,0.9,"('Collateral check', 'Credit committee')",1.6728054017080654
CreditReq,AggregateType.AVG,0.9,"('Credit committee', 'Requirements review')",0.8827237088714727
CreditReq,AggregateType.SUM,0.9,"('Register', 'Acceptance of requests')",0.00022837854498238637
CreditReq,AggregateType.SUM,0.9,"('Acceptance of requests', 'Collection of documents')",0.0004808793726082367
CreditReq,AggregateType.SUM,0.9,"('Collection of documents', 'Completeness check')",0.0002651179645619199
CreditReq,AggregateType.SUM,0.9,"('Completeness check', 'Credit worthiness check')",0.0005531685184174214
CreditReq,AggregateType.SUM,0.9,"('Credit worthiness check', 'Collateral check')",4.36537635659084e-05
CreditReq,AggregateType.SUM,0.9,"('Collateral check', 'Credit committee')",0.0012173516673060305
CreditReq,AggregateType.SUM,0.9,"('Credit committee', 'Requirements review')",0.005386073547953834
CreditReq,AggregateType.MIN,0.9,"('Register', 'Acceptance of requests')",83.05637897701037
CreditReq,AggregateType.MIN,0.9,"('Acceptance of requests', 'Collection of documents')",407.9376400077446
CreditReq,AggregateType.MIN,0.9,"('Collection of documents', 'Completeness check')",23.962831327133916
CreditReq,AggregateType.MIN,0.9,"('Completeness check', 'Credit worthiness check')",6.703807363825966
CreditReq,AggregateType.MIN,0.9,"('Credit worthiness check', 'Collateral check')",107.14227332648244
CreditReq,AggregateType.MIN,0.9,"('Collateral check', 'Credit committee')",1.2395784340716665
CreditReq,AggregateType.MIN,0.9,"('Credit committee', 'Requirements review')",595.0012276884113
CreditReq,AggregateType.MAX,0.9,"('Register', 'Acceptance of requests')",0.05087962500468428
CreditReq,AggregateType.MAX,0.9,"('Acceptance of requests', 'Collection of documents')",0.05005785770954748
CreditReq,AggregateType.MAX,0.9,"('Collection of documents', 'Completeness check')",0.17410362629138032
CreditReq,AggregateType.MAX,0.9,"('Completeness check', 'Credit worthiness check')",0.028280821539220336
CreditReq,AggregateType.MAX,0.9,"('Credit worthiness check', 'Collateral check')",0.08839258361258422
CreditReq,AggregateType.MAX,0.9,"('Collateral check', 'Credit committee')",0.29831204069986345
CreditReq,AggregateType.MAX,0.9,"('Credit committee', 'Requirements review')",0.34119506928991844
