dataset,aggregate_type,delta,epsilon_freq,epsilon_time,MAPE_freq,SMAPE_freq,MAPE_time,SMAPE_time
Sepsis,AggregateType.AVG,0.1,0.4013413909243025,0.0009618810950390835,0.12089302425074219,0.041347687306872084,0.20294053420694533,0.08079872589697439
Sepsis,AggregateType.SUM,0.1,0.4013413909243025,0.01785098405227232,0.08360334525768559,0.031379437633071286,0.6763728959553001,0.1708206075187651
Sepsis,AggregateType.MIN,0.1,0.4013413909243025,6.768258804905309e-07,0.0813094990976849,0.032023480414009806,997.796825343779,0.6297917276357554
Sepsis,AggregateType.MAX,0.1,0.4013413909243025,0.004865338030396452,0.0888837360869687,0.03129785488675123,1.583240288436008,0.3138867227637039
