dataset,aggregate_type,delta,edge,APE_freq
CreditReq,AggregateType.AVG,0.9,"('Register', 'Acceptance of requests')",4.279788175135374e-06
CreditReq,AggregateType.AVG,0.9,"('Acceptance of requests', 'Acceptance of requests')",2.1740944858313984e-05
CreditReq,AggregateType.AVG,0.9,"('Acceptance of requests', 'Collection of documents')",5.0476284745295426e-05
CreditReq,AggregateType.AVG,0.9,"('Collection of documents', 'Collection of documents')",4.158617137234159e-05
CreditReq,AggregateType.AVG,0.9,"('Collection of documents', 'Completeness check')",1.3553151845222669e-05
CreditReq,AggregateType.AVG,0.9,"('Completeness check', 'Completeness check')",3.346732871636064e-06
CreditReq,AggregateType.AVG,0.9,"('Completeness check', 'Credit worthiness check')",6.129923614008989e-06
CreditReq,AggregateType.AVG,0.9,"('Credit worthiness check', 'Credit worthiness check')",6.5103294210105685e-06
CreditReq,AggregateType.AVG,0.9,"('Credit worthiness check', 'Collateral check')",1.3454329088863274e-05
CreditReq,AggregateType.AVG,0.9,"('Collateral check', 'Collateral check')",1.247037486628984e-05
CreditReq,AggregateType.AVG,0.9,"('Collateral check', 'Credit committee')",1.4330940315903672e-05
CreditReq,AggregateType.AVG,0.9,"('Credit committee', 'Credit committee')",1.2132500654477016e-05
CreditReq,AggregateType.AVG,0.9,"('Credit committee', 'Requirements review')",2.2047440404452684e-05
CreditReq,AggregateType.AVG,0.9,"('Requirements review', 'Requirements review')",2.1870752969159797e-05
CreditReq,AggregateType.SUM,0.9,"('Register', 'Acceptance of requests')",2.7233026818102065e-05
CreditReq,AggregateType.SUM,0.9,"('Acceptance of requests', 'Acceptance of requests')",1.1152984846529679e-05
CreditReq,AggregateType.SUM,0.9,"('Acceptance of requests', 'Collection of documents')",1.1911863813021995e-05
CreditReq,AggregateType.SUM,0.9,"('Collection of documents', 'Collection of documents')",1.9558566508253904e-05
CreditReq,AggregateType.SUM,0.9,"('Collection of documents', 'Completeness check')",2.294983025760029e-06
CreditReq,AggregateType.SUM,0.9,"('Completeness check', 'Completeness check')",1.0652819116598466e-06
CreditReq,AggregateType.SUM,0.9,"('Completeness check', 'Credit worthiness check')",1.1683835428641175e-06
CreditReq,AggregateType.SUM,0.9,"('Credit worthiness check', 'Credit worthiness check')",6.096974069520998e-05
CreditReq,AggregateType.SUM,0.9,"('Credit worthiness check', 'Collateral check')",1.834715642980048e-05
CreditReq,AggregateType.SUM,0.9,"('Collateral check', 'Collateral check')",6.609579971050064e-07
CreditReq,AggregateType.SUM,0.9,"('Collateral check', 'Credit committee')",7.901528342414257e-05
CreditReq,AggregateType.SUM,0.9,"('Credit committee', 'Credit committee')",9.29795813998389e-05
CreditReq,AggregateType.SUM,0.9,"('Credit committee', 'Requirements review')",6.380044823216843e-07
CreditReq,AggregateType.SUM,0.9,"('Requirements review', 'Requirements review')",8.464211465034023e-07
CreditReq,AggregateType.MIN,0.9,"('Register', 'Acceptance of requests')",1.6748490807941736e-05
CreditReq,AggregateType.MIN,0.9,"('Acceptance of requests', 'Acceptance of requests')",5.101153232200386e-06
CreditReq,AggregateType.MIN,0.9,"('Acceptance of requests', 'Collection of documents')",3.791859142599044e-05
CreditReq,AggregateType.MIN,0.9,"('Collection of documents', 'Collection of documents')",2.539110343193065e-05
CreditReq,AggregateType.MIN,0.9,"('Collection of documents', 'Completeness check')",1.2221154014783374e-05
CreditReq,AggregateType.MIN,0.9,"('Completeness check', 'Completeness check')",1.9409615828381996e-06
CreditReq,AggregateType.MIN,0.9,"('Completeness check', 'Credit worthiness check')",2.3548046571741322e-05
CreditReq,AggregateType.MIN,0.9,"('Credit worthiness check', 'Credit worthiness check')",2.59275143325722e-05
CreditReq,AggregateType.MIN,0.9,"('Credit worthiness check', 'Collateral check')",5.613159919901824e-06
CreditReq,AggregateType.MIN,0.9,"('Collateral check', 'Collateral check')",3.093474704032269e-05
CreditReq,AggregateType.MIN,0.9,"('Collateral check', 'Credit committee')",1.0653215045789553e-05
CreditReq,AggregateType.MIN,0.9,"('Credit committee', 'Credit committee')",4.229411413872454e-06
CreditReq,AggregateType.MIN,0.9,"('Credit committee', 'Requirements review')",6.112474906404457e-06
CreditReq,AggregateType.MIN,0.9,"('Requirements review', 'Requirements review')",1.9222108277186655e-05
