dataset,aggregate_type,delta,edge,APE_freq
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_010', '01_HOOFD_011')",7.612298749405391e-06
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_011', '01_HOOFD_020')",0.00019358288401155724
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_020', '02_DRZ_010')",0.0002509899040300396
BPIC15,AggregateType.AVG,0.9,"('02_DRZ_010', '04_BPT_005')",3.889817916279294e-05
BPIC15,AggregateType.AVG,0.9,"('04_BPT_005', '01_HOOFD_065_0')",0.00036038682393607727
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.003779183404017024
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.0007359634836321872
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_100_0', '01_HOOFD_015')",0.0017577011967377606
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_015', '01_HOOFD_061')",0.0015546943579252742
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_061', '01_HOOFD_101')",0.0024458787035963143
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_101', '01_HOOFD_030_1')",0.0018842598896970993
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.00022279305830584888
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_030_2', '08_AWB45_005')",4.1430514847527114e-05
BPIC15,AggregateType.AVG,0.9,"('08_AWB45_005', '01_HOOFD_200')",0.000976215566137709
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_200', '01_HOOFD_330')",0.000686066718790422
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_330', '09_AH_I_010')",0.0006465175184743123
BPIC15,AggregateType.AVG,0.9,"('09_AH_I_010', '01_HOOFD_380')",0.0003612043044363923
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_380', '01_HOOFD_430')",7.976129528719062e-05
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_430', '11_AH_II_010')",0.00036224786088681193
BPIC15,AggregateType.AVG,0.9,"('11_AH_II_010', '13_CRD_010')",0.00040745815510513916
BPIC15,AggregateType.AVG,0.9,"('13_CRD_010', '01_HOOFD_480')",0.001809039244380782
BPIC15,AggregateType.AVG,0.9,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0005067956517226526
