dataset,aggregate_type,delta,edge,APE_time
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_010', '01_HOOFD_011')",0.0007410655692534046
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_011', '01_HOOFD_020')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_020', '02_DRZ_010')",0.005081227805344486
BPIC15,AggregateType.AVG,0.5,"('02_DRZ_010', '04_BPT_005')",0.025088181590650648
BPIC15,AggregateType.AVG,0.5,"('04_BPT_005', '01_HOOFD_065_0')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.0061760175577601755
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.0007013067872085638
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_100_0', '01_HOOFD_015')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_015', '01_HOOFD_061')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_061', '01_HOOFD_101')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_101', '01_HOOFD_030_1')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.002299906560636671
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_030_2', '08_AWB45_005')",2.3137860234865392e-05
BPIC15,AggregateType.AVG,0.5,"('08_AWB45_005', '01_HOOFD_200')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_200', '01_HOOFD_330')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_330', '09_AH_I_010')",0.008780887857188979
BPIC15,AggregateType.AVG,0.5,"('09_AH_I_010', '01_HOOFD_380')",0.012180339119683092
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_380', '01_HOOFD_430')",0.003260257045623791
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_430', '11_AH_II_010')",0.008920970087397648
BPIC15,AggregateType.AVG,0.5,"('11_AH_II_010', '13_CRD_010')",0.003738710123759466
BPIC15,AggregateType.AVG,0.5,"('13_CRD_010', '01_HOOFD_480')",0.0009342645536278496
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_490_2', '01_HOOFD_491')",0.003014651431026973
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_491', '01_HOOFD_180')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_180', '01_HOOFD_494a')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_494a', '01_HOOFD_490_4')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_490_4', '01_HOOFD_195')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_195', '01_HOOFD_375')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_375', '01_HOOFD_490_1')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_490_1', '01_HOOFD_250_1')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_250_1', '01_HOOFD_370')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_370', '01_HOOFD_250_2')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_250_2', '01_HOOFD_490_1a')",0.0
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_490_1a', '01_HOOFD_500')",0.00040157277188303817
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_500', '01_HOOFD_510_0')",0.007748359920998144
BPIC15,AggregateType.AVG,0.5,"('01_HOOFD_510_0', '01_HOOFD_510_1')",0.0011932650599980092
