dataset,aggregate_type,delta,edge,APE_freq
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_010', '01_HOOFD_011')",0.011284207168132122
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_011', '01_HOOFD_020')",0.1261846236787006
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_020', '02_DRZ_010')",0.0007300675529893999
BPIC15,AggregateType.AVG,0.01,"('02_DRZ_010', '04_BPT_005')",0.013939550523015232
BPIC15,AggregateType.AVG,0.01,"('04_BPT_005', '01_HOOFD_065_0')",8.00829786022321e-05
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.6315655862183378
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.47208308609074984
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_100_0', '01_HOOFD_015')",0.03838777234289959
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_015', '01_HOOFD_061')",0.17704378252191752
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_061', '01_HOOFD_101')",0.14403285887276746
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_101', '01_HOOFD_030_1')",0.12136158234046864
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.0973629369541079
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_030_2', '08_AWB45_005')",0.22337567974243308
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_005', '01_HOOFD_200')",0.043706366655148966
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_200', '01_HOOFD_330')",0.13950137709044863
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_330', '09_AH_I_010')",0.05780545252853938
BPIC15,AggregateType.AVG,0.01,"('09_AH_I_010', '01_HOOFD_380')",0.06045944134507677
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_380', '01_HOOFD_430')",0.014970803639450815
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_430', '11_AH_II_010')",0.017589563862180694
BPIC15,AggregateType.AVG,0.01,"('11_AH_II_010', '13_CRD_010')",0.0043418220627028424
BPIC15,AggregateType.AVG,0.01,"('13_CRD_010', '01_HOOFD_480')",0.01737562070287749
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_480', '01_HOOFD_490_2')",0.007562327719268103
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_2', '01_HOOFD_491')",0.04342804545236957
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_491', '01_HOOFD_180')",1.7536335161637486
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_180', '01_HOOFD_494a')",1.3423484111978878
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_494a', '01_HOOFD_490_4')",0.925808691903719
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_4', '01_HOOFD_195')",1.5409627450052332
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_195', '01_HOOFD_375')",0.059587121910575906
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_375', '01_HOOFD_490_1')",0.875818237476185
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_1', '01_HOOFD_250_1')",0.9839255871905868
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_250_1', '01_HOOFD_370')",0.040553544112896314
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_370', '01_HOOFD_250_2')",0.02815365866755674
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_250_2', '01_HOOFD_490_1a')",1.7579424435764306
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_1a', '01_HOOFD_500')",0.44651679754378226
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_500', '01_HOOFD_510_0')",0.011275497338705524
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_0', '01_HOOFD_510_1')",0.01028752958932895
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_1', '01_HOOFD_490_5')",1.3363039814613147
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_5', '01_HOOFD_510_3')",0.28298211230354425
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_3', '01_HOOFD_490_5a')",0.3390139786394265
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_490_5a', '01_HOOFD_495')",1.240086620048734
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_495', '01_HOOFD_510_4')",0.13455037256646585
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_4', '01_HOOFD_515')",0.07908338064347556
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_515', '01_HOOFD_510_2')",0.8064772780228567
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_510_2', '01_HOOFD_510_2a')",0.22971286434010685
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_100_0', '01_HOOFD_011')",2.117205084307564
BPIC15,AggregateType.AVG,0.01,"('04_BPT_005', '01_HOOFD_010')",21.228246678868558
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_010', '01_HOOFD_061')",5.152693536793216
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_061', '01_HOOFD_015')",0.1665314812991695
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_015', '01_HOOFD_030_1')",0.4251736344476501
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_030_1', '01_HOOFD_101')",0.47572339852583717
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_101', '01_HOOFD_030_2')",0.06325067806143532
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_005', '08_AWB45_010')",0.1857446620356509
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_010', '08_AWB45_020_0')",0.13778563943339076
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_020_0', '01_HOOFD_180')",1.3799656100613082
BPIC15,AggregateType.AVG,0.01,"('01_HOOFD_180', '08_AWB45_020_1')",2.09780528052546
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_020_1', '08_AWB45_025')",0.09221758362061198
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_025', '08_AWB45_020_2')",1.4045755861220333
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_020_2', '08_AWB45_030')",0.0059628716437702895
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_030', '08_AWB45_040')",0.5226237997920136
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_040', '08_AWB45_045')",0.018079399264036265
BPIC15,AggregateType.AVG,0.01,"('08_AWB45_045', '01_HOOFD_193')",1.0404662695383335
