dataset,aggregate_type,delta,epsilon_freq,epsilon_time,MAPE_freq,SMAPE_freq,MAPE_time,SMAPE_time
CreditReq,AggregateType.AVG,0.4,1.6945957207744071,0.00048109647996649296,5.521949957424691e-05,2.7608271979245905e-05,3.264836975455465,0.49162471348711134
CreditReq,AggregateType.SUM,0.4,1.6945957207744071,4.849452518062249,6.0691031764545494e-05,3.0343572570399084e-05,0.002088462271020215,0.0010420918750016907
CreditReq,AggregateType.MIN,0.4,1.6945957207744071,0.00027317332319482613,5.4383823568362315e-05,2.7190485305217368e-05,385.39350144739205,0.9588325541914093
CreditReq,AggregateType.MAX,0.4,1.6945957207744071,0.3933695854005496,6.347251698041713e-05,3.1734227499883696e-05,0.35123949297787155,0.1375552106319368
