dataset,aggregate_type,delta,edge,APE_freq
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_010', '01_HOOFD_011')",0.0042265619513292664
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_011', '01_HOOFD_020')",0.00035531773702878844
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_020', '02_DRZ_010')",0.0009193511886303662
BPIC15,AggregateType.AVG,0.4,"('02_DRZ_010', '04_BPT_005')",7.51981968852783e-05
BPIC15,AggregateType.AVG,0.4,"('04_BPT_005', '01_HOOFD_065_0')",0.0005894772930329517
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.00463682111521519
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.002723389814079892
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_100_0', '01_HOOFD_015')",0.020460269469758714
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_015', '01_HOOFD_061')",0.011412160355295286
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_061', '01_HOOFD_101')",0.005638825642700016
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_101', '01_HOOFD_030_1')",4.9849691878429376e-05
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.0003312475164253716
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_030_2', '08_AWB45_005')",0.000662051300831651
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_005', '01_HOOFD_200')",0.0006808994967607208
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_200', '01_HOOFD_330')",0.003046556301464253
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_330', '09_AH_I_010')",0.0004914025390313828
BPIC15,AggregateType.AVG,0.4,"('09_AH_I_010', '01_HOOFD_380')",0.0004184253745596796
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_380', '01_HOOFD_430')",0.00022092025402287163
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_430', '11_AH_II_010')",0.0016377624569032247
BPIC15,AggregateType.AVG,0.4,"('11_AH_II_010', '13_CRD_010')",0.0011097392191409927
BPIC15,AggregateType.AVG,0.4,"('13_CRD_010', '01_HOOFD_480')",0.0008008217912641943
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0018914609117540455
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_2', '01_HOOFD_491')",0.0015340061149183373
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_491', '01_HOOFD_180')",0.003447870385189888
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_180', '01_HOOFD_494a')",0.20568959003047116
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_494a', '01_HOOFD_490_4')",8.968293451179221e-05
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_4', '01_HOOFD_195')",0.04767917154498199
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_195', '01_HOOFD_375')",0.0048968457415396035
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_375', '01_HOOFD_490_1')",0.001944218798038488
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_1', '01_HOOFD_250_1')",0.014753635446945777
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_250_1', '01_HOOFD_370')",0.0018607553364219597
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_370', '01_HOOFD_250_2')",0.04097327831905447
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_250_2', '01_HOOFD_490_1a')",0.028799428677632476
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_1a', '01_HOOFD_500')",0.01226982175385749
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_500', '01_HOOFD_510_0')",0.0003682676378764753
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_0', '01_HOOFD_510_1')",0.0351878701127755
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_1', '01_HOOFD_490_5')",0.08178738335408733
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_5', '01_HOOFD_510_3')",0.02857641670507521
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_3', '01_HOOFD_490_5a')",0.034117433086380634
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_5a', '01_HOOFD_495')",0.007177595009898308
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_495', '01_HOOFD_510_4')",0.05297925713951579
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_4', '01_HOOFD_515')",0.004262442769483909
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_515', '01_HOOFD_510_2')",0.07704478260960368
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_2', '01_HOOFD_510_2a')",0.008759359582791148
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_100_0', '01_HOOFD_011')",0.015735916787103614
BPIC15,AggregateType.AVG,0.4,"('04_BPT_005', '01_HOOFD_010')",0.8167778328486786
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_010', '01_HOOFD_061')",0.03399468469071909
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_061', '01_HOOFD_015')",0.023907040765170858
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_015', '01_HOOFD_030_1')",0.007168130727370136
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_030_1', '01_HOOFD_101')",0.008230380185089326
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_101', '01_HOOFD_030_2')",0.0024723507503749964
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_005', '08_AWB45_010')",0.0014720979883012365
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_010', '08_AWB45_020_0')",0.0026239526528343943
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_020_0', '01_HOOFD_180')",0.016367294508678448
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_180', '08_AWB45_020_1')",0.03994787727105109
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_020_1', '08_AWB45_025')",0.010775242090735935
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_025', '08_AWB45_020_2')",0.016324980414952082
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_020_2', '08_AWB45_030')",0.006965134796860344
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_030', '08_AWB45_040')",0.002520349593571833
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_040', '08_AWB45_045')",0.004238132984162017
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_045', '01_HOOFD_193')",0.07279590238293988
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_193', '08_AWB45_051_0')",0.2234990713927565
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_051_0', '01_HOOFD_196')",0.03099036774057984
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_196', '01_HOOFD_200')",0.003985314181747361
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_491', '01_HOOFD_500')",0.0018286435863821783
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_0', '08_AWB45_005')",0.07434714098854943
BPIC15,AggregateType.AVG,0.4,"('08_AWB45_005', '01_HOOFD_510_4')",0.5860276106943791
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_4', '01_HOOFD_495')",0.00777271588323709
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_495', '01_HOOFD_375')",0.1873983008601916
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_375', '01_HOOFD_515')",0.017402894849105444
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_515', '01_HOOFD_370')",0.025692680705380038
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_370', '01_HOOFD_490_4')",0.033577487083052894
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_4', '01_HOOFD_490_1')",0.0733346471834238
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_1', '01_HOOFD_250_2')",0.06113839572370116
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_250_2', '01_HOOFD_250_1')",0.01760267041534185
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_250_1', '01_HOOFD_510_1')",0.01500672599544813
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_1', '01_HOOFD_490_1a')",0.040708539457086454
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_1a', '01_HOOFD_510_3')",0.01895318336020082
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_3', '01_HOOFD_494a')",0.00518904986707387
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_494a', '01_HOOFD_195')",0.04805636783825203
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_195', '01_HOOFD_510_2a')",0.1855677040723327
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_510_2a', '01_HOOFD_490_5')",0.017585456924699188
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_5', '01_HOOFD_490_5a')",0.006787876589259585
BPIC15,AggregateType.AVG,0.4,"('01_HOOFD_490_5a', '01_HOOFD_510_2')",0.012060508100794332
