dataset,aggregate_type,delta,edge,APE_time
CreditReq,AggregateType.AVG,0.5,"('Register', 'Acceptance of requests')",0.30638698435839706
CreditReq,AggregateType.AVG,0.5,"('Acceptance of requests', 'Collection of documents')",0.5572684652858094
CreditReq,AggregateType.AVG,0.5,"('Collection of documents', 'Completeness check')",3.227876048622539
CreditReq,AggregateType.AVG,0.5,"('Completeness check', 'Credit worthiness check')",1.889993684213968
CreditReq,AggregateType.AVG,0.5,"('Credit worthiness check', 'Collateral check')",2.9549912238458336
CreditReq,AggregateType.AVG,0.5,"('Collateral check', 'Credit committee')",3.5139128734649585
CreditReq,AggregateType.AVG,0.5,"('Credit committee', 'Requirements review')",21.102725096050822
CreditReq,AggregateType.SUM,0.5,"('Register', 'Acceptance of requests')",0.0025938046622925193
CreditReq,AggregateType.SUM,0.5,"('Acceptance of requests', 'Collection of documents')",0.0007898777518455691
CreditReq,AggregateType.SUM,0.5,"('Collection of documents', 'Completeness check')",0.0009476456148137972
CreditReq,AggregateType.SUM,0.5,"('Completeness check', 'Credit worthiness check')",0.0006472076764210953
CreditReq,AggregateType.SUM,0.5,"('Credit worthiness check', 'Collateral check')",0.0005037213256261459
CreditReq,AggregateType.SUM,0.5,"('Collateral check', 'Credit committee')",0.0005271973769929947
CreditReq,AggregateType.SUM,0.5,"('Credit committee', 'Requirements review')",0.0002469895347899154
CreditReq,AggregateType.MIN,0.5,"('Register', 'Acceptance of requests')",44.41815364699762
CreditReq,AggregateType.MIN,0.5,"('Acceptance of requests', 'Collection of documents')",281.90692558352293
CreditReq,AggregateType.MIN,0.5,"('Collection of documents', 'Completeness check')",140.49182446184898
CreditReq,AggregateType.MIN,0.5,"('Completeness check', 'Credit worthiness check')",59.40962300561885
CreditReq,AggregateType.MIN,0.5,"('Credit worthiness check', 'Collateral check')",80.10368541385493
CreditReq,AggregateType.MIN,0.5,"('Collateral check', 'Credit committee')",243.9306511735659
CreditReq,AggregateType.MIN,0.5,"('Credit committee', 'Requirements review')",305.00202851568923
CreditReq,AggregateType.MAX,0.5,"('Register', 'Acceptance of requests')",0.26809910106560314
CreditReq,AggregateType.MAX,0.5,"('Acceptance of requests', 'Collection of documents')",0.14657741629172907
CreditReq,AggregateType.MAX,0.5,"('Collection of documents', 'Completeness check')",0.1962804151541391
CreditReq,AggregateType.MAX,0.5,"('Completeness check', 'Credit worthiness check')",0.4264997910936388
CreditReq,AggregateType.MAX,0.5,"('Credit worthiness check', 'Collateral check')",0.06005661880300807
CreditReq,AggregateType.MAX,0.5,"('Collateral check', 'Credit committee')",1.2985876453109062
CreditReq,AggregateType.MAX,0.5,"('Credit committee', 'Requirements review')",0.3403960186042515
