dataset,aggregate_type,delta,epsilon_freq,epsilon_time,MAPE_freq,SMAPE_freq,MAPE_time,SMAPE_time
BPIC15,AggregateType.AVG,0.4,1.6945957207744071,0.0032698114952844004,0.23019010504675325,0.08379618428183344,0.001382760340323821,0.0006852517851490472
BPIC15,AggregateType.SUM,0.4,1.6945957207744071,0.020838530602187152,0.2316645010634578,0.08434822306549813,0.10695246662253784,0.039548306683156134
BPIC15,AggregateType.MIN,0.4,1.6945957207744071,9.181208406570966e-08,0.2287117006890464,0.08363325276918573,28730.674541771685,0.2540178674403578
BPIC15,AggregateType.MAX,0.4,1.6945957207744071,0.017757792627483594,0.23755573073567343,0.08500763135185652,0.13729377456447864,0.04840005050504874
