dataset,aggregate_type,alpha,epsilon_freq,epsilon_time,delta_freq_median,delta_time_median,delta_freq_max,delta_time_max
CreditReq,AggregateType.AVG,0.6,0.0007648513844856489,0.011934444020947834,0.00019121284379101602,0.9825610362669419,0.00019121284379101602,0.9959142999501744
CreditReq,AggregateType.SUM,0.6,0.0007648513844856489,0.06533405183569753,0.00019121284379101602,0.0014611698733311695,0.00019121284379101602,0.0016246808788548117
CreditReq,AggregateType.MIN,0.6,0.0007648513844856489,0.09320884485233326,0.00019121284379101602,0.9825610363726955,0.00019121284379101602,0.9959142999501744
CreditReq,AggregateType.MAX,0.6,0.0007648513844856489,1.0373932208653764,0.00019121284379101602,0.8042135395360889,0.00019121284379101602,0.8472973885873328
