dataset,aggregate_type,delta,edge,APE_freq
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_010', '01_HOOFD_011')",0.00031928962317448185
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_011', '01_HOOFD_020')",0.00028179375176356255
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_020', '02_DRZ_010')",0.0005082609197305357
BPIC15,AggregateType.AVG,0.7,"('02_DRZ_010', '04_BPT_005')",6.639729428525743e-05
BPIC15,AggregateType.AVG,0.7,"('04_BPT_005', '01_HOOFD_065_0')",0.0006853311090895029
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_065_0', '01_HOOFD_110_0')",0.00614053427095664
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_110_0', '01_HOOFD_100_0')",0.0043114128262877515
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_100_0', '01_HOOFD_015')",0.007820643603187136
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_015', '01_HOOFD_061')",0.00010991811752664506
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_061', '01_HOOFD_101')",0.000644537161938342
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_101', '01_HOOFD_030_1')",0.0030254720115085627
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_030_1', '01_HOOFD_030_2')",0.00017774075171695842
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_030_2', '08_AWB45_005')",0.0037849821469533376
BPIC15,AggregateType.AVG,0.7,"('08_AWB45_005', '01_HOOFD_200')",0.001985369982462471
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_200', '01_HOOFD_330')",0.00011030199644198668
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_330', '09_AH_I_010')",0.0002496221444986449
BPIC15,AggregateType.AVG,0.7,"('09_AH_I_010', '01_HOOFD_380')",0.0008168069238539349
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_380', '01_HOOFD_430')",1.9500524383556234e-05
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_430', '11_AH_II_010')",0.0005269414702024187
BPIC15,AggregateType.AVG,0.7,"('11_AH_II_010', '13_CRD_010')",4.322901779943245e-05
BPIC15,AggregateType.AVG,0.7,"('13_CRD_010', '01_HOOFD_480')",9.190198970975182e-05
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_480', '01_HOOFD_490_2')",0.0008446226461356727
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_490_2', '01_HOOFD_491')",0.0011334567622152442
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_491', '01_HOOFD_180')",0.00709067940842819
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_180', '01_HOOFD_494a')",0.016872392336502024
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_494a', '01_HOOFD_490_4')",0.011259618745314092
BPIC15,AggregateType.AVG,0.7,"('01_HOOFD_490_4', '01_HOOFD_195')",0.008889790332125256
